기준일,자료_기준일,제목,서울_수,한양도성_수
20230601,20190502,따릉이,666739,29009
20230601,20230518,버스 승차,5107276,266690
20230601,20230518,버스 하차,4988335,257319
20230601,20230518,지하철 승차,6637585,582136
20230601,20230518,지하철 하차,6612603,593546
20230602,20190503,따릉이,665858,32260
20230602,20230519,버스 승차,5323688,280306
20230602,20230519,버스 하차,5197132,273099
20230602,20230519,지하철 승차,7027215,629808
20230602,20230519,지하철 하차,6999078,642727
20230603,20190504,따릉이,771493,31423
20230603,20230513,버스 승차,3993830,218217
20230603,20230513,버스 하차,3896707,209705
20230603,20230513,지하철 승차,5216359,449386
20230603,20230513,지하철 하차,5190252,462793
20230604,20190505,따릉이,792143,29455
20230604,20230514,버스 승차,3059344,169970
20230604,20230514,버스 하차,2984160,158453
20230604,20230514,지하철 승차,3764954,298901
20230604,20230514,지하철 하차,3745496,301635
20230605,20190506,따릉이,842812,32416
20230605,20230515,버스 승차,5106682,265957
20230605,20230515,버스 하차,4990012,256717
20230605,20230515,지하철 승차,6537124,566345
20230605,20230515,지하철 하차,6512964,574886
20230606,20190507,따릉이,612788,29386
20230606,20230516,버스 승차,5161104,241054
20230606,20230516,버스 하차,5041872,246805
20230606,20230516,지하철 승차,6741414,613407
20230606,20230516,지하철 하차,6716740,605602
20230607,20190501,따릉이,782578,30908
20230607,20230517,버스 승차,5184823,245227
20230607,20230517,버스 하차,5064382,243394
20230607,20230517,지하철 승차,6781483,616961
20230607,20230517,지하철 하차,6756334,615432
20230608,20190502,따릉이,666739,29009
20230608,20230518,버스 승차,5107276,266690
20230608,20230518,버스 하차,4988335,257319
20230608,20230518,지하철 승차,6637585,582136
20230608,20230518,지하철 하차,6612603,593546
20230609,20190503,따릉이,665858,32260
20230609,20230519,버스 승차,5323688,280306
20230609,20230519,버스 하차,5197132,273099
20230609,20230519,지하철 승차,7027215,629808
20230609,20230519,지하철 하차,6999078,642727
20230610,20190504,따릉이,771493,31423
20230610,20230513,버스 승차,3993830,218217
20230610,20230513,버스 하차,3896707,209705
20230610,20230513,지하철 승차,5216359,449386
20230610,20230513,지하철 하차,5190252,462793
20230611,20190505,따릉이,792143,29455
20230611,20230514,버스 승차,3059344,169970
20230611,20230514,버스 하차,2984160,158453
20230611,20230514,지하철 승차,3764954,298901
20230611,20230514,지하철 하차,3745496,301635
20230612,20190506,따릉이,842812,32416
20230612,20230515,버스 승차,5106682,265957
20230612,20230515,버스 하차,4990012,256717
20230612,20230515,지하철 승차,6537124,566345
20230612,20230515,지하철 하차,6512964,574886
20230613,20190507,따릉이,612788,29386
20230613,20230516,버스 승차,5161104,241054
20230613,20230516,버스 하차,5041872,246805
20230613,20230516,지하철 승차,6741414,613407
20230613,20230516,지하철 하차,6716740,605602
