기준일,자료_기준일,제목,서울_수,한양도성_수
20231220,20230517,버스 승차,5184823,245227
20231220,20230517,버스 하차,5064382,243394
20231220,20230517,지하철 승차,6781483,616961
20231220,20230517,지하철 하차,6756334,615432
20231221,20190502,따릉이,666739,29009
20231221,20230518,버스 승차,5107276,266690
20231221,20230518,버스 하차,4988335,257319
20231221,20230518,지하철 승차,6637585,582136
20231221,20230518,지하철 하차,6612603,593546
20231222,20190503,따릉이,665858,32260
20231222,20230519,버스 승차,5323688,280306
20231222,20230519,버스 하차,5197132,273099
20231222,20230519,지하철 승차,7027215,629808
20231222,20230519,지하철 하차,6999078,642727
20231223,20190504,따릉이,771493,31423
20231223,20230513,버스 승차,3993830,218217
20231223,20230513,버스 하차,3896707,209705
20231223,20230513,지하철 승차,5216359,449386
20231223,20230513,지하철 하차,5190252,462793
20231224,20190505,따릉이,792143,29455
20231224,20230514,버스 승차,3059344,169970
20231224,20230514,버스 하차,2984160,158453
20231224,20230514,지하철 승차,3764954,298901
20231224,20230514,지하철 하차,3745496,301635
20231225,20190506,따릉이,842812,32416
20231225,20230515,버스 승차,5106682,265957
20231225,20230515,버스 하차,4990012,256717
20231225,20230515,지하철 승차,6537124,566345
20231225,20230515,지하철 하차,6512964,574886
20231226,20190507,따릉이,612788,29386
20231226,20230516,버스 승차,5161104,241054
20231226,20230516,버스 하차,5041872,246805
20231226,20230516,지하철 승차,6741414,613407
20231226,20230516,지하철 하차,6716740,605602
20231227,20190501,따릉이,782578,30908
20231227,20230517,버스 승차,5184823,245227
20231227,20230517,버스 하차,5064382,243394
20231227,20230517,지하철 승차,6781483,616961
20231227,20230517,지하철 하차,6756334,615432
20231228,20190502,따릉이,666739,29009
20231228,20230518,버스 승차,5107276,266690
20231228,20230518,버스 하차,4988335,257319
20231228,20230518,지하철 승차,6637585,582136
20231228,20230518,지하철 하차,6612603,593546
20231229,20190503,따릉이,665858,32260
20231229,20230519,버스 승차,5323688,280306
20231229,20230519,버스 하차,5197132,273099
20231229,20230519,지하철 승차,7027215,629808
20231229,20230519,지하철 하차,6999078,642727
20231230,20190504,따릉이,771493,31423
20231230,20230513,버스 승차,3993830,218217
20231230,20230513,버스 하차,3896707,209705
20231230,20230513,지하철 승차,5216359,449386
20231230,20230513,지하철 하차,5190252,462793
20231231,20190505,따릉이,792143,29455
20231231,20230514,버스 승차,3059344,169970
20231231,20230514,버스 하차,2984160,158453
20231231,20230514,지하철 승차,3764954,298901
20231231,20230514,지하철 하차,3745496,301635
