기준일,자료_기준일,제목,서울_수,한양도성_수
20240601,20190504,따릉이,771493,31423
20240601,20240525,버스 승차,4188175,231462
20240601,20240525,버스 하차,4092423,223724
20240601,20240525,지하철 승차,5454760,494485
20240601,20240525,지하철 하차,5419910,508684
20240602,20190505,따릉이,792143,29455
20240602,20240526,버스 승차,2950227,150598
20240602,20240526,버스 하차,2876907,144414
20240602,20240526,지하철 승차,3627682,302220
20240602,20240526,지하철 하차,3605718,298346
20240603,20190506,따릉이,842812,32416
20240603,20240527,버스 승차,5109586,266964
20240603,20240527,버스 하차,5005442,258381
20240603,20240527,지하철 승차,6661266,579370
20240603,20240527,지하철 하차,6633526,586846
20240604,20190507,따릉이,612788,29386
20240604,20240521,버스 승차,5249505,276060
20240604,20240521,버스 하차,5141700,267847
20240604,20240521,지하철 승차,6876204,597892
20240604,20240521,지하철 하차,6847298,606930
20240605,20190501,따릉이,782578,30908
20240605,20240522,버스 승차,5291962,282868
20240605,20240522,버스 하차,5182293,274680
20240605,20240522,지하철 승차,6909792,611083
20240605,20240522,지하철 하차,6881154,620863
20240606,20190502,따릉이,666739,29009
20240606,20240530,버스 승차,5206122,289407
20240606,20240530,버스 하차,5098235,278021
20240606,20240530,지하철 승차,6853406,614569
20240606,20240530,지하철 하차,6826221,632939
20240607,20190503,따릉이,665858,32260
20240607,20240531,버스 승차,5373425,287674
20240607,20240531,버스 하차,5258561,278750
20240607,20240531,지하철 승차,7061777,619608
20240607,20240531,지하철 하차,7032277,630833
20240608,20190504,따릉이,771493,31423
20240608,20240601,버스 승차,4026158,207130
20240608,20240601,버스 하차,3935826,202152
20240608,20240601,지하철 승차,5200716,500397
20240608,20240601,지하철 하차,5170361,508808
20240609,20190505,따릉이,792143,29455
20240609,20240602,버스 승차,3108561,170383
20240609,20240602,버스 하차,3040202,161804
20240609,20240602,지하철 승차,3663905,304028
20240609,20240602,지하철 하차,3642171,304458
20240610,20190506,따릉이,842812,32416
20240610,20240603,버스 승차,5089949,264051
20240610,20240603,버스 하차,4986669,255597
20240610,20240603,지하철 승차,6587729,568797
20240610,20240603,지하철 하차,6562723,574982
20240611,20190507,따릉이,612788,29386
20240611,20240604,버스 승차,5229969,271706
20240611,20240604,버스 하차,5123033,262925
20240611,20240604,지하철 승차,6792106,586749
20240611,20240604,지하철 하차,6765907,596322
20240612,20190501,따릉이,782578,30908
20240612,20240605,버스 승차,5409594,286962
20240612,20240605,버스 하차,5296513,276582
20240612,20240605,지하철 승차,7010099,604094
20240612,20240605,지하철 하차,6982147,623573
20240613,20190502,따릉이,666739,29009
20240613,20240606,버스 승차,3371978,212797
20240613,20240606,버스 하차,3296190,204463
20240613,20240606,지하철 승차,4058724,389446
20240613,20240606,지하철 하차,4034206,403194
20240614,20190503,따릉이,665858,32260
20240614,20240607,버스 승차,5021418,282660
20240614,20240607,버스 하차,4916749,274304
20240614,20240607,지하철 승차,6388131,577938
20240614,20240607,지하철 하차,6360567,589262
20240615,20190504,따릉이,771493,31423
20240615,20240608,버스 승차,3577258,194248
20240615,20240608,버스 하차,3494819,185342
20240615,20240608,지하철 승차,4393799,379228
20240615,20240608,지하철 하차,4368816,394010
20240616,20190505,따릉이,792143,29455
20240616,20240609,버스 승차,3044442,169397
20240616,20240609,버스 하차,2978492,160775
20240616,20240609,지하철 승차,3542128,294633
20240616,20240609,지하철 하차,3521516,296104
20240617,20190506,따릉이,842812,32416
20240617,20240610,버스 승차,5132548,263539
20240617,20240610,버스 하차,5028774,256062
20240617,20240610,지하철 승차,6516042,558964
20240617,20240610,지하철 하차,6490948,565774
20240618,20190507,따릉이,612788,29386
20240618,20240611,버스 승차,5264614,271068
20240618,20240611,버스 하차,5156984,262469
20240618,20240611,지하철 승차,6752892,579569
20240618,20240611,지하철 하차,6726887,587600
20240619,20190501,따릉이,782578,30908
20240619,20240612,버스 승차,5299171,279306
20240619,20240612,버스 하차,5190015,270940
20240619,20240612,지하철 승차,6753995,597823
20240619,20240612,지하철 하차,6727895,608241
20240620,20190502,따릉이,666739,29009
20240620,20240613,버스 승차,5317421,278520
20240620,20240613,버스 하차,5206936,270121
20240620,20240613,지하철 승차,6835391,596959
20240620,20240613,지하철 하차,6808979,608883
20240621,20190503,따릉이,665858,32260
20240621,20240614,버스 승차,5415383,287933
20240621,20240614,버스 하차,5300290,279914
20240621,20240614,지하철 승차,6956805,612468
20240621,20240614,지하철 하차,6927393,625592
20240622,20190504,따릉이,771493,31423
20240622,20240615,버스 승차,3949053,215007
20240622,20240615,버스 하차,3861239,206363
20240622,20240615,지하철 승차,4841799,415754
20240622,20240615,지하철 하차,4812195,433084
20240623,20190505,따릉이,792143,29455
20240623,20240616,버스 승차,3130429,169598
20240623,20240616,버스 하차,3061706,161852
20240623,20240616,지하철 승차,3589054,302179
20240623,20240616,지하철 하차,3566640,302880
20240624,20190506,따릉이,842812,32416
20240624,20240617,버스 승차,5104808,266168
20240624,20240617,버스 하차,5000635,256713
20240624,20240617,지하철 승차,6496335,569636
20240624,20240617,지하철 하차,6469260,577558
20240625,20190507,따릉이,612788,29386
20240625,20240618,버스 승차,5214441,271587
20240625,20240618,버스 하차,5107270,262526
20240625,20240618,지하철 승차,6661394,580944
20240625,20240618,지하철 하차,6633087,589873
20240626,20190501,따릉이,782578,30908
20240626,20240619,버스 승차,5298349,275218
20240626,20240619,버스 하차,5188499,266514
20240626,20240619,지하철 승차,6684433,587640
