기준일,자료_기준일,제목,서울_수,한양도성_수
20240626,20240619,지하철 하차,6657373,594594
20240627,20190502,따릉이,666739,29009
20240627,20240620,버스 승차,5308751,279658
20240627,20240620,버스 하차,5197559,270068
20240627,20240620,지하철 승차,6739448,592463
20240627,20240620,지하철 하차,6711679,603969
20240628,20190503,따릉이,665858,32260
20240628,20240621,버스 승차,5412840,285181
20240628,20240621,버스 하차,5297801,276476
20240628,20240621,지하철 승차,6905015,604040
20240628,20240621,지하철 하차,6875506,618983
20240629,20190504,따릉이,771493,31423
20240629,20240622,버스 승차,3689778,175781
20240629,20240622,버스 하차,3599071,169872
20240629,20240622,지하철 승차,4656457,392730
20240629,20240622,지하철 하차,4627807,407733
20240630,20190505,따릉이,792143,29455
20240630,20240623,버스 승차,3072140,163892
20240630,20240623,버스 하차,3004052,155896
20240630,20240623,지하철 승차,3540207,295900
20240630,20240623,지하철 하차,3518996,296278
