기준일,자료_기준일,제목,서울_수,한양도성_수
20240411,20190502,따릉이,666739,29009
20240411,20240404,버스 승차,5208093,281392
20240411,20240404,버스 하차,5098942,273500
20240411,20240404,지하철 승차,7041397,624843
20240411,20240404,지하철 하차,7012979,635281
20240412,20190503,따릉이,665858,32260
20240412,20240405,버스 승차,5362370,290147
20240412,20240405,버스 하차,5246809,282886
20240412,20240405,지하철 승차,7210848,638146
20240412,20240405,지하철 하차,7179316,648381
20240413,20190504,따릉이,771493,31423
20240413,20240406,버스 승차,4214934,244898
20240413,20240406,버스 하차,4119197,234724
20240413,20240406,지하철 승차,5472793,474166
20240413,20240406,지하철 하차,5438580,489625
20240414,20190505,따릉이,792143,29455
20240414,20240407,버스 승차,3298069,192612
20240414,20240407,버스 하차,3224154,182750
20240414,20240407,지하철 승차,4039634,334417
20240414,20240407,지하철 하차,4015299,335987
20240415,20190506,따릉이,842812,32416
20240415,20240408,버스 승차,5025773,265097
20240415,20240408,버스 하차,4922751,257134
20240415,20240408,지하철 승차,6664677,576296
20240415,20240408,지하철 하차,6638074,583371
20240416,20190507,따릉이,612788,29386
20240416,20240409,버스 승차,5308790,292125
20240416,20240409,버스 하차,5197953,281837
20240416,20240409,지하철 승차,7119892,619953
20240416,20240409,지하철 하차,7090379,638168
20240417,20190501,따릉이,782578,30908
20240417,20240410,버스 승차,3459985,212220
20240417,20240410,버스 하차,3384114,201981
20240417,20240410,지하철 승차,4055538,365289
20240417,20240410,지하철 하차,4032540,370824
20240418,20190502,따릉이,666739,29009
20240418,20240411,버스 승차,5087180,270471
20240418,20240411,버스 하차,4981604,262964
20240418,20240411,지하철 승차,6736141,591879
20240418,20240411,지하철 하차,6710452,602580
20240419,20190503,따릉이,665858,32260
20240419,20240412,버스 승차,5246831,282349
20240419,20240412,버스 하차,5135167,275100
20240419,20240412,지하철 승차,7025222,618501
20240419,20240412,지하철 하차,6995975,633586
20240420,20190504,따릉이,771493,31423
20240420,20240413,버스 승차,3999513,232204
20240420,20240413,버스 하차,3909048,222419
20240420,20240413,지하철 승차,5139851,454275
20240420,20240413,지하철 하차,5109183,473788
20240421,20190505,따릉이,792143,29455
20240421,20240414,버스 승차,3083254,172113
20240421,20240414,버스 하차,3014435,163041
20240421,20240414,지하철 승차,3690727,304105
20240421,20240414,지하철 하차,3667856,305409
20240422,20190506,따릉이,842812,32416
20240422,20240415,버스 승차,4878842,236105
20240422,20240415,버스 하차,4769349,229212
20240422,20240415,지하철 승차,6345471,545011
20240422,20240415,지하철 하차,6321758,550240
20240423,20190507,따릉이,612788,29386
20240423,20240416,버스 승차,5164160,269227
20240423,20240416,버스 하차,5055675,261499
20240423,20240416,지하철 승차,6766946,591479
20240423,20240416,지하철 하차,6740512,601053
20240424,20190501,따릉이,782578,30908
20240424,20240417,버스 승차,5203208,276858
20240424,20240417,버스 하차,5095481,269135
20240424,20240417,지하철 승차,6844537,603753
20240424,20240417,지하철 하차,6817224,612939
20240425,20190502,따릉이,666739,29009
20240425,20240418,버스 승차,5168519,277416
20240425,20240418,버스 하차,5060909,269000
20240425,20240418,지하철 승차,6855120,603859
20240425,20240418,지하철 하차,6827795,616770
20240426,20190503,따릉이,665858,32260
20240426,20240419,버스 승차,5252464,280468
20240426,20240419,버스 하차,5140637,273636
20240426,20240419,지하철 승차,7005133,621563
20240426,20240419,지하철 하차,6974930,635368
20240427,20190504,따릉이,771493,31423
20240427,20240420,버스 승차,3639257,183438
20240427,20240420,버스 하차,3552205,177958
20240427,20240420,지하철 승차,4664598,400145
20240427,20240420,지하철 하차,4635805,410339
20240428,20190505,따릉이,792143,29455
20240428,20240421,버스 승차,2947122,160795
20240428,20240421,버스 하차,2882477,152112
20240428,20240421,지하철 승차,3507103,295091
20240428,20240421,지하철 하차,3485230,296326
20240429,20190506,따릉이,842812,32416
20240429,20240422,버스 승차,4995209,264076
20240429,20240422,버스 하차,4893974,256443
20240429,20240422,지하철 승차,6526067,568294
20240429,20240422,지하철 하차,6500695,576942
20240430,20190507,따릉이,612788,29386
20240430,20240423,버스 승차,5128669,265909
20240430,20240423,버스 하차,5023672,257985
20240430,20240423,지하철 승차,6726641,588329
20240430,20240423,지하철 하차,6700081,593635
