기준일,자료_기준일,제목,서울_수,한양도성_수
20230501,20190506,따릉이,842812,32416
20230501,20230424,버스 승차,4951354,257463
20230501,20230424,버스 하차,4839526,247650
20230501,20230424,지하철 승차,6388356,547463
20230501,20230424,지하철 하차,6366673,554675
20230502,20190507,따릉이,612788,29386
20230502,20230425,버스 승차,5060132,250803
20230502,20230425,버스 하차,4941482,242649
20230502,20230425,지하철 승차,6469840,557841
20230502,20230425,지하철 하차,6448249,560948
20230503,20190501,따릉이,782578,30908
20230503,20230419,버스 승차,5137478,266134
20230503,20230419,버스 하차,5018786,258298
20230503,20230419,지하철 승차,6686671,587626
20230503,20230419,지하철 하차,6665253,594726
20230504,20190502,따릉이,666739,29009
20230504,20230427,버스 승차,5200687,275264
20230504,20230427,버스 하차,5078945,265734
20230504,20230427,지하철 승차,6801299,593653
20230504,20230427,지하철 하차,6779508,604624
20230505,20190503,따릉이,665858,32260
20230505,20230428,버스 승차,5306798,283125
20230505,20230428,버스 하차,5177118,272595
20230505,20230428,지하철 승차,7029287,615188
20230505,20230428,지하철 하차,7005539,626230
20230506,20190504,따릉이,771493,31423
20230506,20230429,버스 승차,3428771,165122
20230506,20230429,버스 하차,3338809,159954
20230506,20230429,지하철 승차,4507412,393178
20230506,20230429,지하철 하차,4487544,403851
20230507,20190505,따릉이,792143,29455
20230507,20230430,버스 승차,3085946,187272
20230507,20230430,버스 하차,3008446,176510
20230507,20230430,지하철 승차,3891612,347309
20230507,20230430,지하철 하차,3873232,362561
20230508,20190506,따릉이,842812,32416
20230508,20230501,버스 승차,3801342,198893
20230508,20230501,버스 하차,3710000,192996
20230508,20230501,지하철 승차,4519451,426124
20230508,20230501,지하철 하차,4500613,430833
20230509,20190507,따릉이,612788,29386
20230509,20230502,버스 승차,5144369,273505
20230509,20230502,버스 하차,5026041,262444
20230509,20230502,지하철 승차,6665970,582548
20230509,20230502,지하철 하차,6644152,591732
20230510,20190501,따릉이,782578,30908
20230510,20230503,버스 승차,5256795,283723
20230510,20230503,버스 하차,5134675,273313
20230510,20230503,지하철 승차,6816684,607069
20230510,20230503,지하철 하차,6794218,617343
20230511,20190502,따릉이,666739,29009
20230511,20230504,버스 승차,5293260,281018
20230511,20230504,버스 하차,5168464,273592
20230511,20230504,지하철 승차,6999952,615301
20230511,20230504,지하철 하차,6971957,624683
20230512,20190503,따릉이,665858,32260
20230512,20230505,버스 승차,2635528,140605
20230512,20230505,버스 하차,2557347,133402
20230512,20230505,지하철 승차,3301758,296604
20230512,20230505,지하철 하차,3286939,299660
20230513,20190504,따릉이,771493,31423
20230513,20230506,버스 승차,3069522,159302
20230513,20230506,버스 하차,2985646,150308
20230513,20230506,지하철 승차,3776842,325394
20230513,20230506,지하철 하차,3760460,332651
20230514,20190505,따릉이,792143,29455
20230514,20230507,버스 승차,2883242,159021
20230514,20230507,버스 하차,2814613,149617
20230514,20230507,지하철 승차,3455204,276591
20230514,20230507,지하철 하차,3439027,276073
20230515,20190506,따릉이,842812,32416
20230515,20230508,버스 승차,5040264,255598
20230515,20230508,버스 하차,4926129,248174
20230515,20230508,지하철 승차,6426227,534227
20230515,20230508,지하철 하차,6405434,540079
20230516,20190507,따릉이,612788,29386
20230516,20230509,버스 승차,5162785,268900
20230516,20230509,버스 하차,5045882,260402
20230516,20230509,지하철 승차,6700033,570912
20230516,20230509,지하철 하차,6679041,581430
20230517,20190501,따릉이,782578,30908
20230517,20230510,버스 승차,5194430,274356
20230517,20230510,버스 하차,5075065,264985
20230517,20230510,지하철 승차,6742752,587812
20230517,20230510,지하철 하차,6719867,597780
20230518,20190502,따릉이,666739,29009
20230518,20230511,버스 승차,5189394,279387
20230518,20230511,버스 하차,5069220,269380
20230518,20230511,지하철 승차,6782734,592043
20230518,20230511,지하철 하차,6756161,602679
20230519,20190503,따릉이,665858,32260
20230519,20230512,버스 승차,5305518,286712
20230519,20230512,버스 하차,5179804,277429
20230519,20230512,지하철 승차,7105021,635240
20230519,20230512,지하철 하차,7078295,647251
20230520,20190504,따릉이,771493,31423
20230520,20230513,버스 승차,3993830,218217
20230520,20230513,버스 하차,3896707,209705
20230520,20230513,지하철 승차,5216359,449386
20230520,20230513,지하철 하차,5190252,462793
20230521,20190505,따릉이,792143,29455
20230521,20230514,버스 승차,3059344,169970
20230521,20230514,버스 하차,2984160,158453
20230521,20230514,지하철 승차,3764954,298901
20230521,20230514,지하철 하차,3745496,301635
20230522,20190506,따릉이,842812,32416
20230522,20230515,버스 승차,5106682,265957
20230522,20230515,버스 하차,4990012,256717
