기준일,자료_기준일,제목,서울_수,한양도성_수
20240201,20190502,따릉이,666739,29009
20240201,20240125,버스 승차,4648172,229478
20240201,20240125,버스 하차,4550230,225293
20240201,20240125,지하철 승차,6289841,553275
20240201,20240125,지하철 하차,6268088,558242
20240202,20190503,따릉이,665858,32260
20240202,20240126,버스 승차,4782057,239383
20240202,20240126,버스 하차,4680304,236141
20240202,20240126,지하철 승차,6569936,569671
20240202,20240126,지하철 하차,6546797,579640
20240203,20190504,따릉이,771493,31423
20240203,20240127,버스 승차,3540685,182306
20240203,20240127,버스 하차,3460718,177147
20240203,20240127,지하철 승차,4642150,401255
20240203,20240127,지하철 하차,4619089,413840
20240204,20190505,따릉이,792143,29455
20240204,20240128,버스 승차,2687844,137397
20240204,20240128,버스 하차,2628499,131527
20240204,20240128,지하철 승차,3320989,280314
20240204,20240128,지하철 하차,3303072,277024
20240205,20190506,따릉이,842812,32416
20240205,20240129,버스 승차,4581394,224298
20240205,20240129,버스 하차,4486396,220379
20240205,20240129,지하철 승차,6193714,533699
20240205,20240129,지하철 하차,6169566,537361
20240206,20190507,따릉이,612788,29386
20240206,20240130,버스 승차,4693029,235177
20240206,20240130,버스 하차,4594964,231155
20240206,20240130,지하철 승차,6361352,554863
20240206,20240130,지하철 하차,6336965,560601
20240207,20190501,따릉이,782578,30908
20240207,20240131,버스 승차,4768667,243431
20240207,20240131,버스 하차,4668782,238275
20240207,20240131,지하철 승차,6399426,565022
20240207,20240131,지하철 하차,6374072,570981
20240208,20190502,따릉이,666739,29009
20240208,20240201,버스 승차,4857514,242817
20240208,20240201,버스 하차,4753176,237246
20240208,20240201,지하철 승차,6422399,561955
20240208,20240201,지하철 하차,6397685,569306
20240209,20190503,따릉이,665858,32260
20240209,20240202,버스 승차,4942704,248014
20240209,20240202,버스 하차,4836694,243081
20240209,20240202,지하철 승차,6629040,579512
20240209,20240202,지하철 하차,6602945,590164
20240210,20190504,따릉이,771493,31423
20240210,20240203,버스 승차,3550303,178628
20240210,20240203,버스 하차,3471566,172369
20240210,20240203,지하철 승차,4504585,376382
20240210,20240203,지하철 하차,4481052,387847
20240211,20190505,따릉이,792143,29455
20240211,20240204,버스 승차,2849390,143675
20240211,20240204,버스 하차,2787491,137321
20240211,20240204,지하철 승차,3375433,278509
20240211,20240204,지하철 하차,3357807,276226
20240212,20190506,따릉이,842812,32416
20240212,20240205,버스 승차,4761541,220579
20240212,20240205,버스 하차,4654096,217441
20240212,20240205,지하철 승차,6215433,538111
20240212,20240205,지하철 하차,6191063,534430
20240213,20190507,따릉이,612788,29386
20240213,20240206,버스 승차,4911598,238890
20240213,20240206,버스 하차,4808014,234120
20240213,20240206,지하철 승차,6426584,551098
20240213,20240206,지하철 하차,6404085,554484
20240214,20190501,따릉이,782578,30908
20240214,20240131,버스 승차,4768667,243431
20240214,20240131,버스 하차,4668782,238275
20240214,20240131,지하철 승차,6399426,565022
20240214,20240131,지하철 하차,6374072,570981
20240215,20190502,따릉이,666739,29009
20240215,20240208,버스 승차,4736663,226018
20240215,20240208,버스 하차,4637311,223856
20240215,20240208,지하철 승차,6108559,508190
20240215,20240208,지하철 하차,6085161,510921
