기준일,자료_기준일,제목,서울_수,한양도성_수
20240301,20190503,따릉이,665858,32260
20240301,20240223,버스 승차,5042834,255561
20240301,20240223,버스 하차,4935722,252863
20240301,20240223,지하철 승차,6866379,614183
20240301,20240223,지하철 하차,6840357,622125
20240302,20190504,따릉이,771493,31423
20240302,20240224,버스 승차,3819198,201789
20240302,20240224,버스 하차,3730885,195491
20240302,20240224,지하철 승차,5019046,439259
20240302,20240224,지하철 하차,4993090,446880
20240303,20190505,따릉이,792143,29455
20240303,20240225,버스 승차,2881388,148133
20240303,20240225,버스 하차,2815946,142181
20240303,20240225,지하철 승차,3602276,302381
20240303,20240225,지하철 하차,3584246,299436
20240304,20190506,따릉이,842812,32416
20240304,20240226,버스 승차,4740584,241008
20240304,20240226,버스 하차,4642335,235804
20240304,20240226,지하철 승차,6425108,558948
20240304,20240226,지하철 하차,6401143,561861
20240305,20190507,따릉이,612788,29386
20240305,20240227,버스 승차,4828334,247912
20240305,20240227,버스 하차,4728613,242980
20240305,20240227,지하철 승차,6570365,575399
20240305,20240227,지하철 하차,6546020,581656
20240306,20190501,따릉이,782578,30908
20240306,20240228,버스 승차,4891367,254380
20240306,20240228,버스 하차,4790040,248980
20240306,20240228,지하철 승차,6644766,587183
20240306,20240228,지하철 하차,6620290,594393
20240307,20190502,따릉이,666739,29009
20240307,20240229,버스 승차,4933877,256634
20240307,20240229,버스 하차,4828386,251233
20240307,20240229,지하철 승차,6742911,587934
20240307,20240229,지하철 하차,6716595,596964
20240308,20190503,따릉이,665858,32260
20240308,20240301,버스 승차,3180249,173313
20240308,20240301,버스 하차,3106036,170094
20240308,20240301,지하철 승차,4142751,414651
20240308,20240301,지하철 하차,4114330,416810
20240309,20190504,따릉이,771493,31423
20240309,20240302,버스 승차,3384970,176156
20240309,20240302,버스 하차,3308425,169633
20240309,20240302,지하철 승차,4235278,364137
20240309,20240302,지하철 하차,4211459,366454
20240310,20190505,따릉이,792143,29455
20240310,20240303,버스 승차,2837725,136668
20240310,20240303,버스 하차,2774766,129955
20240310,20240303,지하철 승차,3366942,261915
20240310,20240303,지하철 하차,3347137,258453
20240311,20190506,따릉이,842812,32416
20240311,20240304,버스 승차,5075007,242903
20240311,20240304,버스 하차,4966445,238037
20240311,20240304,지하철 승차,6432038,537793
20240311,20240304,지하철 하차,6407982,542826
20240312,20190507,따릉이,612788,29386
20240312,20240305,버스 승차,5086184,249611
20240312,20240305,버스 하차,4979255,244324
20240312,20240305,지하철 승차,6606290,563784
20240312,20240305,지하철 하차,6581959,572033
20240313,20190501,따릉이,782578,30908
20240313,20240306,버스 승차,5165811,260582
20240313,20240306,버스 하차,5056885,254610
20240313,20240306,지하철 승차,6732965,590719
20240313,20240306,지하철 하차,6708185,596738
20240314,20190502,따릉이,666739,29009
20240314,20240307,버스 승차,5032798,247946
20240314,20240307,버스 하차,4925826,245394
20240314,20240307,지하철 승차,6794175,601525
20240314,20240307,지하철 하차,6769035,604620
20240315,20190503,따릉이,665858,32260
20240315,20240308,버스 승차,5279117,263808
20240315,20240308,버스 하차,5164266,260586
20240315,20240308,지하철 승차,6994937,619545
20240315,20240308,지하철 하차,6967375,622501
20240316,20190504,따릉이,771493,31423
20240316,20240309,버스 승차,3873959,206562
20240316,20240309,버스 하차,3787258,199975
20240316,20240309,지하철 승차,4978851,432204
20240316,20240309,지하철 하차,4950755,443162
20240317,20190505,따릉이,792143,29455
20240317,20240310,버스 승차,2989561,157906
20240317,20240310,버스 하차,2923086,150759
20240317,20240310,지하철 승차,3661647,311417
20240317,20240310,지하철 하차,3641745,309888
20240318,20190506,따릉이,842812,32416
20240318,20240311,버스 승차,5008970,248193
20240318,20240311,버스 하차,4904999,241744
20240318,20240311,지하철 승차,6556888,565097
20240318,20240311,지하철 하차,6533105,570145
20240319,20190507,따릉이,612788,29386
20240319,20240312,버스 승차,5106492,252233
20240319,20240312,버스 하차,4997233,245908
20240319,20240312,지하철 승차,6661371,584820
20240319,20240312,지하철 하차,6637483,589376
20240320,20190501,따릉이,782578,30908
20240320,20240313,버스 승차,5208813,268777
20240320,20240313,버스 하차,5100168,262070
20240320,20240313,지하철 승차,6831854,611745
20240320,20240313,지하철 하차,6806759,617545
20240321,20190502,따릉이,666739,29009
20240321,20240314,버스 승차,5195937,268078
20240321,20240314,버스 하차,5086570,261761
20240321,20240314,지하철 승차,6906687,613799
20240321,20240314,지하철 하차,6881159,620632
20240322,20190503,따릉이,665858,32260
20240322,20240315,버스 승차,5299423,274864
20240322,20240315,버스 하차,5184868,271483
20240322,20240315,지하철 승차,7033791,619256
20240322,20240315,지하철 하차,7006262,624447
20240323,20190504,따릉이,771493,31423
20240323,20240316,버스 승차,3984765,222091
20240323,20240316,버스 하차,3894620,214440
20240323,20240316,지하철 승차,5223739,463786
20240323,20240316,지하철 하차,5194977,479300
20240324,20190505,따릉이,792143,29455
20240324,20240317,버스 승차,2975569,150189
20240324,20240317,버스 하차,2908966,141171
20240324,20240317,지하철 승차,3781767,331056
20240324,20240317,지하철 하차,3761147,339244
20240325,20190506,따릉이,842812,32416
20240325,20240318,버스 승차,5062478,258027
20240325,20240318,버스 하차,4957463,250835
20240325,20240318,지하철 승차,6626950,586312
