기준일,자료_기준일,제목,서울_수,한양도성_수
20240325,20240318,지하철 하차,6602107,590160
20240326,20190507,따릉이,612788,29386
20240326,20240319,버스 승차,5139714,256660
20240326,20240319,버스 하차,5032955,250867
20240326,20240319,지하철 승차,6728058,593301
20240326,20240319,지하철 하차,6704117,597085
20240327,20190501,따릉이,782578,30908
20240327,20240320,버스 승차,5223144,266752
20240327,20240320,버스 하차,5114245,260942
20240327,20240320,지하철 승차,6799548,613225
20240327,20240320,지하철 하차,6774673,616283
20240328,20190502,따릉이,666739,29009
20240328,20240321,버스 승차,5232149,269875
20240328,20240321,버스 하차,5122211,262688
20240328,20240321,지하철 승차,6961165,616871
20240328,20240321,지하철 하차,6935102,621950
20240329,20190503,따릉이,665858,32260
20240329,20240322,버스 승차,5228221,263383
20240329,20240322,버스 하차,5109853,257246
20240329,20240322,지하철 승차,6978514,619111
20240329,20240322,지하철 하차,6951206,620690
20240330,20190504,따릉이,771493,31423
20240330,20240323,버스 승차,3977215,229837
20240330,20240323,버스 하차,3887954,218487
20240330,20240323,지하철 승차,5159936,452757
20240330,20240323,지하철 하차,5131585,470926
20240331,20190505,따릉이,792143,29455
20240331,20240324,버스 승차,3115765,179156
20240331,20240324,버스 하차,3045621,169489
20240331,20240324,지하철 승차,3817278,332176
20240331,20240324,지하철 하차,3796188,334484
