기준일,자료_기준일,제목,서울_수,한양도성_수
20240527,20240520,지하철 하차,6578935,578152
20240528,20190507,따릉이,612788,29386
20240528,20240521,버스 승차,5249505,276060
20240528,20240521,버스 하차,5141700,267847
20240528,20240521,지하철 승차,6876204,597892
20240528,20240521,지하철 하차,6847298,606930
20240529,20190501,따릉이,782578,30908
20240529,20240522,버스 승차,5291962,282868
20240529,20240522,버스 하차,5182293,274680
20240529,20240522,지하철 승차,6909792,611083
20240529,20240522,지하철 하차,6881154,620863
20240530,20190502,따릉이,666739,29009
20240530,20240523,버스 승차,5285084,286597
20240530,20240523,버스 하차,5175302,277909
20240530,20240523,지하철 승차,6953911,612720
20240530,20240523,지하철 하차,6925080,624261
20240531,20190503,따릉이,665858,32260
20240531,20240524,버스 승차,5398369,293877
20240531,20240524,버스 하차,5283325,283550
20240531,20240524,지하철 승차,7123599,627385
20240531,20240524,지하철 하차,7092163,641633
