기준일,기준시간,지점_ID,차량방향유형,차량수량,확정_YN
20231101,00,GM00000001,1,32,Y
20231101,00,GM00000001,2,61,Y
20231101,00,GM00000002,1,205,Y
20231101,00,GM00000002,2,188,Y
20231101,00,GM00000003,1,11,Y
20231101,00,GM00000003,2,17,Y
20231101,00,GM00000004,2,3,Y
20231101,00,GM00000005,1,5,Y
20231101,00,GM00000005,2,4,Y
20231101,00,GM00000007,1,696,Y
20231101,00,GM00000007,2,725,Y
20231101,00,GM00000008,1,7,Y
20231101,00,GM00000010,1,381,Y
20231101,00,GM00000010,2,564,Y
20231101,00,GM00000011,1,10,Y
20231101,00,GM00000011,2,13,Y
20231101,00,GM00000012,1,721,Y
20231101,00,GM00000012,2,385,Y
20231101,00,GM00000014,1,18,Y
20231101,00,GM00000014,2,18,Y
20231101,00,GM00000015,1,412,Y
20231101,00,GM00000015,2,839,Y
20231101,00,GM00000016,1,13,Y
20231101,00,GM00000016,2,15,Y
20231101,00,GM00000017,1,412,Y
20231101,00,GM00000017,2,198,Y
20231101,00,GM00000018,1,69,Y
20231101,00,GM00000019,1,269,Y
20231101,00,GM00000019,2,343,Y
20231101,00,GM00000020,1,586,Y
20231101,00,GM00000020,2,1242,Y
20231101,00,GM00000021,1,106,Y
20231101,00,GM00000021,2,144,Y
20231101,00,GM00000022,1,199,Y
20231101,00,GM00000022,2,272,Y
20231101,00,GM00000023,1,406,Y
20231101,00,GM00000023,2,414,Y
20231101,00,GM00000024,1,3,Y
20231101,00,GM00000024,2,1,Y
20231101,00,GM00000025,2,2,Y
20231101,00,GM00000026,1,4,Y
20231101,00,GM00000026,2,2,Y
20231101,00,GM00000027,1,1,Y
20231101,00,GM00000028,1,22,Y
20231101,00,GM00000028,2,24,Y
20231101,00,GM00000029,1,1,Y
20231101,00,GM00000029,2,1,Y
20231101,00,GM00000030,1,2,Y
20231101,00,GM00000030,2,4,Y
20231101,00,GM00000031,1,445,Y
20231101,00,GM00000031,2,277,Y
20231101,00,GM00000032,1,384,Y
20231101,00,GM00000032,2,396,Y
20231101,00,GM00000033,1,117,Y
20231101,00,GM00000033,2,132,Y
20231101,00,GM00000034,1,57,Y
20231101,00,GM00000034,2,196,Y
20231101,00,GM00000035,1,433,Y
20231101,00,GM00000035,2,396,Y
20231101,00,GM00000036,1,332,Y
20231101,00,GM00000036,2,496,Y
20231101,00,GM00000037,1,5,Y
20231101,00,GM00000038,1,590,Y
20231101,00,GM00000038,2,794,Y
20231101,00,GM00000039,1,3,Y
