기준일,기준시간,지점_ID,차량방향유형,차량수량,확정_YN
20230301,00,GM00000001,1,43,Y
20230301,00,GM00000001,2,87,Y
20230301,00,GM00000002,1,223,Y
20230301,00,GM00000002,2,222,Y
20230301,00,GM00000003,1,18,Y
20230301,00,GM00000003,2,19,Y
20230301,00,GM00000004,1,1,Y
20230301,00,GM00000004,2,3,Y
20230301,00,GM00000005,1,5,Y
20230301,00,GM00000005,2,7,Y
20230301,00,GM00000006,1,1,Y
20230301,00,GM00000007,1,746,Y
20230301,00,GM00000007,2,843,Y
20230301,00,GM00000008,1,5,Y
20230301,00,GM00000008,2,1,Y
20230301,00,GM00000010,1,355,Y
20230301,00,GM00000010,2,656,Y
20230301,00,GM00000011,1,12,Y
20230301,00,GM00000011,2,25,Y
20230301,00,GM00000012,1,656,Y
20230301,00,GM00000012,2,386,Y
20230301,00,GM00000013,1,2,Y
20230301,00,GM00000013,2,6,Y
20230301,00,GM00000014,1,13,Y
20230301,00,GM00000014,2,14,Y
20230301,00,GM00000015,1,362,Y
20230301,00,GM00000015,2,793,Y
20230301,00,GM00000016,1,9,Y
20230301,00,GM00000016,2,17,Y
20230301,00,GM00000017,1,428,Y
20230301,00,GM00000017,2,233,Y
20230301,00,GM00000018,1,88,Y
20230301,00,GM00000019,1,292,Y
20230301,00,GM00000019,2,370,Y
20230301,00,GM00000020,1,685,Y
20230301,00,GM00000020,2,1340,Y
20230301,00,GM00000021,1,135,Y
20230301,00,GM00000021,2,166,Y
20230301,00,GM00000022,1,172,Y
20230301,00,GM00000022,2,349,Y
20230301,00,GM00000023,1,429,Y
20230301,00,GM00000023,2,464,Y
20230301,00,GM00000024,2,5,Y
20230301,00,GM00000025,1,1,Y
20230301,00,GM00000025,2,2,Y
20230301,00,GM00000026,2,2,Y
20230301,00,GM00000028,1,26,Y
20230301,00,GM00000028,2,29,Y
20230301,00,GM00000030,1,1,Y
20230301,00,GM00000030,2,7,Y
20230301,00,GM00000031,1,446,Y
20230301,00,GM00000031,2,274,Y
20230301,00,GM00000032,1,474,Y
20230301,00,GM00000032,2,408,Y
20230301,00,GM00000033,1,163,Y
20230301,00,GM00000033,2,143,Y
20230301,00,GM00000034,1,68,Y
20230301,00,GM00000034,2,246,Y
20230301,00,GM00000035,1,428,Y
20230301,00,GM00000035,2,429,Y
20230301,00,GM00000036,1,367,Y
20230301,00,GM00000036,2,533,Y
20230301,00,GM00000037,1,3,Y
20230301,00,GM00000038,1,697,Y
20230301,00,GM00000038,2,912,Y
20230301,00,GM00000039,1,2,Y
20230301,00,GM00000039,2,15,Y
20230301,00,GM00000043,1,38,Y
20230301,00,GM00000043,2,36,Y
20230301,00,GM00000044,1,5,Y
20230301,00,GM00000044,2,10,Y
20230301,00,GM00000045,1,33,Y
20230301,00,GM00000045,2,52,Y
20230301,01,GM00000001,1,28,Y
20230301,01,GM00000001,2,60,Y
20230301,01,GM00000002,1,200,Y
20230301,01,GM00000002,2,147,Y
20230301,01,GM00000003,1,13,Y
20230301,01,GM00000003,2,10,Y
20230301,01,GM00000004,2,1,Y
20230301,01,GM00000005,1,5,Y
20230301,01,GM00000005,2,7,Y
20230301,01,GM00000006,1,2,Y
20230301,01,GM00000007,1,577,Y
20230301,01,GM00000007,2,619,Y
20230301,01,GM00000008,1,7,Y
20230301,01,GM00000008,2,3,Y
20230301,01,GM00000010,1,298,Y
20230301,01,GM00000010,2,477,Y
20230301,01,GM00000011,1,7,Y
20230301,01,GM00000011,2,11,Y
20230301,01,GM00000012,1,523,Y
20230301,01,GM00000012,2,308,Y
20230301,01,GM00000013,1,1,Y
20230301,01,GM00000013,2,1,Y
20230301,01,GM00000014,1,9,Y
20230301,01,GM00000014,2,7,Y
20230301,01,GM00000015,1,236,Y
20230301,01,GM00000015,2,595,Y
20230301,01,GM00000016,1,8,Y
20230301,01,GM00000016,2,13,Y
20230301,01,GM00000017,1,331,Y
20230301,01,GM00000017,2,187,Y
