기준일,기준시간,지점_ID,차량방향유형,차량수량,확정_YN
20240101,00,GM00000001,1,45,Y
20240101,00,GM00000001,2,110,Y
20240101,00,GM00000002,1,110,Y
20240101,00,GM00000002,2,269,Y
20240101,00,GM00000003,1,27,Y
20240101,00,GM00000003,2,31,Y
20240101,00,GM00000004,1,8,Y
20240101,00,GM00000004,2,4,Y
20240101,00,GM00000005,1,10,Y
20240101,00,GM00000005,2,2,Y
20240101,00,GM00000007,1,640,Y
20240101,00,GM00000007,2,1436,Y
20240101,00,GM00000008,1,17,Y
20240101,00,GM00000010,1,266,Y
20240101,00,GM00000010,2,610,Y
20240101,00,GM00000011,1,26,Y
20240101,00,GM00000011,2,122,Y
20240101,00,GM00000012,1,520,Y
20240101,00,GM00000012,2,688,Y
20240101,00,GM00000014,1,8,Y
20240101,00,GM00000014,2,28,Y
20240101,00,GM00000015,1,291,Y
20240101,00,GM00000015,2,1163,Y
20240101,00,GM00000016,1,9,Y
20240101,00,GM00000016,2,22,Y
20240101,00,GM00000017,1,543,Y
20240101,00,GM00000017,2,349,Y
20240101,00,GM00000018,1,203,Y
20240101,00,GM00000019,1,312,Y
20240101,00,GM00000019,2,567,Y
20240101,00,GM00000020,1,556,Y
20240101,00,GM00000020,2,1789,Y
20240101,00,GM00000022,1,255,Y
20240101,00,GM00000022,2,613,Y
20240101,00,GM00000023,1,453,Y
20240101,00,GM00000023,2,989,Y
20240101,00,GM00000024,1,2,Y
20240101,00,GM00000024,2,4,Y
20240101,00,GM00000025,2,3,Y
20240101,00,GM00000026,1,2,Y
20240101,00,GM00000026,2,1,Y
20240101,00,GM00000028,1,19,Y
20240101,00,GM00000028,2,44,Y
20240101,00,GM00000030,1,2,Y
20240101,00,GM00000030,2,2,Y
20240101,00,GM00000031,1,456,Y
20240101,00,GM00000031,2,374,Y
20240101,00,GM00000032,1,313,Y
20240101,00,GM00000032,2,435,Y
20240101,00,GM00000033,1,137,Y
20240101,00,GM00000033,2,58,Y
20240101,00,GM00000034,1,62,Y
20240101,00,GM00000034,2,266,Y
20240101,00,GM00000035,1,283,Y
20240101,00,GM00000035,2,427,Y
20240101,00,GM00000036,1,379,Y
20240101,00,GM00000036,2,636,Y
20240101,00,GM00000037,1,6,Y
20240101,00,GM00000038,1,502,Y
20240101,00,GM00000038,2,804,Y
20240101,00,GM00000039,1,10,Y
20240101,00,GM00000039,2,9,Y
20240101,00,GM00000043,1,64,Y
20240101,00,GM00000043,2,72,Y
20240101,00,GM00000044,1,11,Y
20240101,00,GM00000044,2,16,Y
20240101,00,GM00000045,1,43,Y
20240101,00,GM00000045,2,69,Y
20240101,01,GM00000001,1,45,Y
20240101,01,GM00000001,2,76,Y
20240101,01,GM00000002,1,116,Y
20240101,01,GM00000002,2,303,Y
20240101,01,GM00000003,1,18,Y
20240101,01,GM00000003,2,27,Y
20240101,01,GM00000004,1,1,Y
20240101,01,GM00000004,2,8,Y
20240101,01,GM00000005,1,10,Y
20240101,01,GM00000005,2,6,Y
20240101,01,GM00000006,1,3,Y
20240101,01,GM00000007,1,591,Y
20240101,01,GM00000007,2,1135,Y
20240101,01,GM00000008,1,11,Y
20240101,01,GM00000008,2,3,Y
20240101,01,GM00000010,1,196,Y
20240101,01,GM00000010,2,479,Y
20240101,01,GM00000011,1,19,Y
20240101,01,GM00000011,2,60,Y
20240101,01,GM00000012,1,458,Y
20240101,01,GM00000012,2,556,Y
20240101,01,GM00000014,1,8,Y
20240101,01,GM00000014,2,24,Y
20240101,01,GM00000015,1,237,Y
20240101,01,GM00000015,2,902,Y
20240101,01,GM00000016,1,4,Y
