기준일,기준시간,지점_ID,차량방향유형,차량수량,확정_YN
20230801,00,GM00000001,1,23,Y
20230801,00,GM00000001,2,66,Y
20230801,00,GM00000002,1,169,Y
20230801,00,GM00000002,2,157,Y
20230801,00,GM00000003,1,19,Y
20230801,00,GM00000003,2,22,Y
20230801,00,GM00000004,2,4,Y
20230801,00,GM00000005,1,6,Y
20230801,00,GM00000005,2,6,Y
20230801,00,GM00000006,1,1,Y
20230801,00,GM00000007,1,671,Y
20230801,00,GM00000007,2,585,Y
20230801,00,GM00000008,1,4,Y
20230801,00,GM00000008,2,1,Y
20230801,00,GM00000010,1,383,Y
20230801,00,GM00000010,2,570,Y
20230801,00,GM00000011,1,14,Y
20230801,00,GM00000011,2,16,Y
20230801,00,GM00000012,1,670,Y
20230801,00,GM00000012,2,375,Y
20230801,00,GM00000013,1,1,Y
20230801,00,GM00000013,2,2,Y
20230801,00,GM00000014,1,16,Y
20230801,00,GM00000014,2,14,Y
20230801,00,GM00000015,1,393,Y
20230801,00,GM00000015,2,795,Y
20230801,00,GM00000016,1,17,Y
20230801,00,GM00000016,2,14,Y
20230801,00,GM00000017,1,348,Y
20230801,00,GM00000017,2,149,Y
20230801,00,GM00000018,1,77,Y
20230801,00,GM00000019,1,258,Y
20230801,00,GM00000019,2,286,Y
20230801,00,GM00000020,1,622,Y
20230801,00,GM00000020,2,1024,Y
20230801,00,GM00000021,1,113,Y
20230801,00,GM00000021,2,129,Y
20230801,00,GM00000022,1,195,Y
20230801,00,GM00000022,2,267,Y
20230801,00,GM00000023,1,309,Y
20230801,00,GM00000023,2,378,Y
20230801,00,GM00000024,1,1,Y
20230801,00,GM00000024,2,2,Y
20230801,00,GM00000025,1,2,Y
20230801,00,GM00000025,2,2,Y
20230801,00,GM00000026,1,1,Y
20230801,00,GM00000026,2,1,Y
20230801,00,GM00000028,1,23,Y
20230801,00,GM00000028,2,31,Y
20230801,00,GM00000030,1,1,Y
20230801,00,GM00000030,2,3,Y
20230801,00,GM00000031,1,412,Y
20230801,00,GM00000031,2,302,Y
20230801,00,GM00000032,1,487,Y
20230801,00,GM00000032,2,416,Y
20230801,00,GM00000033,1,122,Y
20230801,00,GM00000033,2,144,Y
20230801,00,GM00000034,1,88,Y
20230801,00,GM00000034,2,230,Y
20230801,00,GM00000035,1,489,Y
20230801,00,GM00000035,2,448,Y
20230801,00,GM00000036,1,324,Y
20230801,00,GM00000036,2,430,Y
20230801,00,GM00000037,1,3,Y
20230801,00,GM00000038,1,546,Y
20230801,00,GM00000038,2,765,Y
20230801,00,GM00000039,2,12,Y
20230801,00,GM00000043,1,26,Y
20230801,00,GM00000043,2,37,Y
20230801,00,GM00000044,1,6,Y
20230801,00,GM00000044,2,12,Y
20230801,00,GM00000045,1,22,Y
20230801,00,GM00000045,2,37,Y
20230801,01,GM00000001,1,23,Y
20230801,01,GM00000001,2,39,Y
20230801,01,GM00000002,1,122,Y
20230801,01,GM00000002,2,102,Y
20230801,01,GM00000003,1,16,Y
20230801,01,GM00000003,2,13,Y
20230801,01,GM00000004,2,3,Y
20230801,01,GM00000005,1,7,Y
20230801,01,GM00000005,2,10,Y
20230801,01,GM00000006,1,1,Y
20230801,01,GM00000007,1,404,Y
20230801,01,GM00000007,2,460,Y
20230801,01,GM00000008,1,6,Y
20230801,01,GM00000008,2,2,Y
20230801,01,GM00000010,1,302,Y
20230801,01,GM00000010,2,501,Y
20230801,01,GM00000011,1,6,Y
20230801,01,GM00000011,2,4,Y
20230801,01,GM00000012,1,464,Y
20230801,01,GM00000012,2,272,Y
20230801,01,GM00000013,2,2,Y
20230801,01,GM00000014,1,4,Y
