기준일,기준시간,지점_ID,차량방향유형,차량수량,확정_YN
20230401,00,GM00000001,1,38,Y
20230401,00,GM00000001,2,84,Y
20230401,00,GM00000002,1,243,Y
20230401,00,GM00000002,2,220,Y
20230401,00,GM00000003,1,31,Y
20230401,00,GM00000003,2,25,Y
20230401,00,GM00000004,1,5,Y
20230401,00,GM00000004,2,5,Y
20230401,00,GM00000005,1,6,Y
20230401,00,GM00000005,2,4,Y
20230401,00,GM00000006,1,1,Y
20230401,00,GM00000007,1,759,Y
20230401,00,GM00000007,2,917,Y
20230401,00,GM00000008,1,7,Y
20230401,00,GM00000008,2,3,Y
20230401,00,GM00000010,1,387,Y
20230401,00,GM00000010,2,664,Y
20230401,00,GM00000011,1,11,Y
20230401,00,GM00000011,2,21,Y
20230401,00,GM00000012,1,684,Y
20230401,00,GM00000012,2,445,Y
20230401,00,GM00000013,2,4,Y
20230401,00,GM00000014,1,12,Y
20230401,00,GM00000014,2,20,Y
20230401,00,GM00000015,1,418,Y
20230401,00,GM00000015,2,819,Y
20230401,00,GM00000016,1,8,Y
20230401,00,GM00000016,2,14,Y
20230401,00,GM00000017,1,385,Y
20230401,00,GM00000017,2,210,Y
20230401,00,GM00000018,1,164,Y
20230401,00,GM00000019,1,286,Y
20230401,00,GM00000019,2,327,Y
20230401,00,GM00000020,1,647,Y
20230401,00,GM00000020,2,1334,Y
20230401,00,GM00000021,1,140,Y
20230401,00,GM00000021,2,163,Y
20230401,00,GM00000022,1,199,Y
20230401,00,GM00000022,2,339,Y
20230401,00,GM00000023,1,494,Y
20230401,00,GM00000023,2,481,Y
20230401,00,GM00000024,1,2,Y
20230401,00,GM00000024,2,4,Y
20230401,00,GM00000025,1,1,Y
20230401,00,GM00000025,2,3,Y
20230401,00,GM00000026,1,3,Y
20230401,00,GM00000026,2,2,Y
20230401,00,GM00000028,1,27,Y
20230401,00,GM00000028,2,34,Y
20230401,00,GM00000030,2,1,Y
20230401,00,GM00000031,1,359,Y
20230401,00,GM00000031,2,265,Y
20230401,00,GM00000032,1,359,Y
20230401,00,GM00000032,2,284,Y
20230401,00,GM00000033,1,34,Y
20230401,00,GM00000033,2,32,Y
20230401,00,GM00000034,1,71,Y
20230401,00,GM00000034,2,207,Y
20230401,00,GM00000035,1,474,Y
20230401,00,GM00000035,2,435,Y
20230401,00,GM00000036,1,356,Y
20230401,00,GM00000036,2,522,Y
20230401,00,GM00000037,1,3,Y
20230401,00,GM00000038,1,702,Y
20230401,00,GM00000038,2,916,Y
20230401,00,GM00000039,1,2,Y
20230401,00,GM00000039,2,14,Y
20230401,00,GM00000043,1,40,Y
20230401,00,GM00000043,2,43,Y
20230401,00,GM00000044,1,9,Y
20230401,00,GM00000044,2,16,Y
20230401,00,GM00000045,1,33,Y
20230401,00,GM00000045,2,66,Y
20230401,01,GM00000001,1,36,Y
20230401,01,GM00000001,2,61,Y
20230401,01,GM00000002,1,217,Y
20230401,01,GM00000002,2,153,Y
20230401,01,GM00000003,1,14,Y
20230401,01,GM00000003,2,15,Y
20230401,01,GM00000004,1,1,Y
20230401,01,GM00000004,2,3,Y
20230401,01,GM00000005,1,2,Y
20230401,01,GM00000005,2,5,Y
20230401,01,GM00000006,1,1,Y
20230401,01,GM00000007,1,626,Y
20230401,01,GM00000007,2,703,Y
20230401,01,GM00000008,1,4,Y
20230401,01,GM00000010,1,315,Y
20230401,01,GM00000010,2,516,Y
20230401,01,GM00000011,1,10,Y
20230401,01,GM00000011,2,12,Y
20230401,01,GM00000012,1,556,Y
20230401,01,GM00000012,2,277,Y
20230401,01,GM00000013,2,1,Y
20230401,01,GM00000014,1,3,Y
20230401,01,GM00000014,2,8,Y
20230401,01,GM00000015,1,262,Y
20230401,01,GM00000015,2,554,Y
20230401,01,GM00000016,1,2,Y
20230401,01,GM00000016,2,14,Y
20230401,01,GM00000017,1,290,Y
20230401,01,GM00000017,2,156,Y
20230401,01,GM00000018,1,99,Y
20230401,01,GM00000019,1,218,Y
20230401,01,GM00000019,2,204,Y
20230401,01,GM00000020,1,403,Y
20230401,01,GM00000020,2,985,Y
20230401,01,GM00000021,1,70,Y
20230401,01,GM00000021,2,109,Y
20230401,01,GM00000022,1,153,Y
20230401,01,GM00000022,2,253,Y
20230401,01,GM00000023,1,343,Y
20230401,01,GM00000023,2,362,Y
20230401,01,GM00000024,1,1,Y
20230401,01,GM00000024,2,2,Y
20230401,01,GM00000026,1,4,Y
20230401,01,GM00000026,2,1,Y
20230401,01,GM00000028,1,18,Y
20230401,01,GM00000028,2,17,Y
20230401,01,GM00000030,1,1,Y
20230401,01,GM00000031,1,313,Y
20230401,01,GM00000031,2,207,Y
20230401,01,GM00000032,1,309,Y
20230401,01,GM00000032,2,222,Y
20230401,01,GM00000033,1,26,Y
20230401,01,GM00000033,2,26,Y
20230401,01,GM00000034,1,46,Y
20230401,01,GM00000034,2,126,Y
20230401,01,GM00000035,1,371,Y
20230401,01,GM00000035,2,302,Y
20230401,01,GM00000036,1,314,Y
20230401,01,GM00000036,2,353,Y
20230401,01,GM00000037,1,2,Y
20230401,01,GM00000038,1,614,Y
20230401,01,GM00000038,2,705,Y
20230401,01,GM00000039,1,3,Y
20230401,01,GM00000039,2,3,Y
20230401,01,GM00000043,1,38,Y
20230401,01,GM00000043,2,29,Y
20230401,01,GM00000044,1,3,Y
20230401,01,GM00000044,2,7,Y
20230401,01,GM00000045,1,15,Y
20230401,01,GM00000045,2,28,Y
20230401,02,GM00000001,1,18,Y
20230401,02,GM00000001,2,38,Y
20230401,02,GM00000002,1,148,Y
20230401,02,GM00000002,2,107,Y
20230401,02,GM00000003,1,10,Y
20230401,02,GM00000003,2,9,Y
20230401,02,GM00000004,1,4,Y
20230401,02,GM00000004,2,1,Y
20230401,02,GM00000005,1,4,Y
20230401,02,GM00000007,1,457,Y
20230401,02,GM00000007,2,548,Y
20230401,02,GM00000008,1,4,Y
20230401,02,GM00000010,1,307,Y
20230401,02,GM00000010,2,421,Y
20230401,02,GM00000011,1,6,Y
20230401,02,GM00000011,2,6,Y
20230401,02,GM00000012,1,490,Y
20230401,02,GM00000012,2,244,Y
20230401,02,GM00000013,2,1,Y
20230401,02,GM00000014,1,4,Y
20230401,02,GM00000014,2,13,Y
20230401,02,GM00000015,1,221,Y
20230401,02,GM00000015,2,457,Y
20230401,02,GM00000016,1,2,Y
20230401,02,GM00000016,2,9,Y
20230401,02,GM00000017,1,230,Y
20230401,02,GM00000017,2,113,Y
20230401,02,GM00000018,1,74,Y
20230401,02,GM00000019,1,174,Y
20230401,02,GM00000019,2,136,Y
20230401,02,GM00000020,1,347,Y
20230401,02,GM00000020,2,665,Y
20230401,02,GM00000021,1,85,Y
20230401,02,GM00000021,2,74,Y
20230401,02,GM00000022,1,118,Y
20230401,02,GM00000022,2,154,Y
20230401,02,GM00000023,1,301,Y
20230401,02,GM00000023,2,247,Y
20230401,02,GM00000024,2,2,Y
20230401,02,GM00000025,1,1,Y
20230401,02,GM00000026,1,2,Y
20230401,02,GM00000028,1,11,Y
20230401,02,GM00000028,2,13,Y
20230401,02,GM00000030,1,1,Y
20230401,02,GM00000030,2,2,Y
20230401,02,GM00000031,1,233,Y
20230401,02,GM00000031,2,192,Y
20230401,02,GM00000032,1,201,Y
20230401,02,GM00000032,2,170,Y
20230401,02,GM00000033,1,34,Y
20230401,02,GM00000033,2,17,Y
20230401,02,GM00000034,1,50,Y
20230401,02,GM00000034,2,119,Y
20230401,02,GM00000035,1,352,Y
20230401,02,GM00000035,2,314,Y
20230401,02,GM00000036,1,276,Y
20230401,02,GM00000036,2,275,Y
20230401,02,GM00000037,1,6,Y
20230401,02,GM00000038,1,502,Y
20230401,02,GM00000038,2,614,Y
20230401,02,GM00000039,1,3,Y
20230401,02,GM00000039,2,5,Y
20230401,02,GM00000043,1,24,Y
20230401,02,GM00000043,2,34,Y
20230401,02,GM00000044,1,2,Y
20230401,02,GM00000044,2,5,Y
20230401,02,GM00000045,1,10,Y
20230401,02,GM00000045,2,18,Y
20230401,03,GM00000001,1,18,Y
20230401,03,GM00000001,2,29,Y
20230401,03,GM00000002,1,108,Y
20230401,03,GM00000002,2,97,Y
20230401,03,GM00000003,1,9,Y
20230401,03,GM00000003,2,6,Y
20230401,03,GM00000004,1,1,Y
20230401,03,GM00000005,1,4,Y
20230401,03,GM00000005,2,6,Y
20230401,03,GM00000006,1,1,Y
20230401,03,GM00000007,1,366,Y
20230401,03,GM00000007,2,408,Y
20230401,03,GM00000008,1,3,Y
20230401,03,GM00000008,2,1,Y
20230401,03,GM00000010,1,222,Y
20230401,03,GM00000010,2,281,Y
20230401,03,GM00000011,1,2,Y
20230401,03,GM00000011,2,6,Y
20230401,03,GM00000012,1,353,Y
20230401,03,GM00000012,2,200,Y
20230401,03,GM00000013,1,1,Y
20230401,03,GM00000013,2,2,Y
20230401,03,GM00000014,1,6,Y
20230401,03,GM00000014,2,15,Y
20230401,03,GM00000015,1,180,Y
20230401,03,GM00000015,2,432,Y
20230401,03,GM00000016,1,4,Y
20230401,03,GM00000016,2,2,Y
20230401,03,GM00000017,1,181,Y
20230401,03,GM00000017,2,108,Y
20230401,03,GM00000018,1,46,Y
20230401,03,GM00000019,1,166,Y
20230401,03,GM00000019,2,149,Y
20230401,03,GM00000020,1,290,Y
20230401,03,GM00000020,2,518,Y
20230401,03,GM00000021,1,60,Y
20230401,03,GM00000021,2,54,Y
20230401,03,GM00000022,1,106,Y
20230401,03,GM00000022,2,103,Y
20230401,03,GM00000023,1,229,Y
20230401,03,GM00000023,2,197,Y
20230401,03,GM00000024,2,2,Y
20230401,03,GM00000025,1,1,Y
20230401,03,GM00000026,1,2,Y
20230401,03,GM00000026,2,1,Y
20230401,03,GM00000028,1,13,Y
20230401,03,GM00000028,2,11,Y
20230401,03,GM00000030,1,1,Y
20230401,03,GM00000031,1,205,Y
20230401,03,GM00000031,2,134,Y
20230401,03,GM00000032,1,142,Y
20230401,03,GM00000032,2,142,Y
20230401,03,GM00000033,1,16,Y
20230401,03,GM00000033,2,8,Y
20230401,03,GM00000034,1,39,Y
20230401,03,GM00000034,2,53,Y
20230401,03,GM00000035,1,342,Y
20230401,03,GM00000035,2,324,Y
20230401,03,GM00000036,1,185,Y
20230401,03,GM00000036,2,276,Y
20230401,03,GM00000037,1,1,Y
20230401,03,GM00000038,1,441,Y
20230401,03,GM00000038,2,562,Y
20230401,03,GM00000039,1,2,Y
20230401,03,GM00000039,2,1,Y
20230401,03,GM00000043,1,16,Y
20230401,03,GM00000043,2,16,Y
20230401,03,GM00000044,1,3,Y
20230401,03,GM00000044,2,2,Y
20230401,03,GM00000045,1,6,Y
20230401,03,GM00000045,2,15,Y
20230401,04,GM00000001,1,22,Y
20230401,04,GM00000001,2,17,Y
20230401,04,GM00000002,1,101,Y
20230401,04,GM00000002,2,78,Y
20230401,04,GM00000003,1,4,Y
20230401,04,GM00000003,2,2,Y
20230401,04,GM00000004,2,1,Y
20230401,04,GM00000005,1,1,Y
20230401,04,GM00000005,2,4,Y
20230401,04,GM00000006,1,1,Y
20230401,04,GM00000007,1,344,Y
20230401,04,GM00000007,2,322,Y
20230401,04,GM00000008,1,1,Y
20230401,04,GM00000008,2,1,Y
20230401,04,GM00000010,1,242,Y
20230401,04,GM00000010,2,250,Y
20230401,04,GM00000011,1,11,Y
20230401,04,GM00000011,2,7,Y
20230401,04,GM00000012,1,336,Y
20230401,04,GM00000012,2,136,Y
20230401,04,GM00000013,1,2,Y
20230401,04,GM00000014,1,10,Y
20230401,04,GM00000014,2,3,Y
20230401,04,GM00000015,1,198,Y
20230401,04,GM00000015,2,520,Y
20230401,04,GM00000016,1,8,Y
20230401,04,GM00000016,2,2,Y
20230401,04,GM00000017,1,281,Y
20230401,04,GM00000017,2,84,Y
20230401,04,GM00000018,1,24,Y
20230401,04,GM00000019,1,181,Y
20230401,04,GM00000019,2,117,Y
20230401,04,GM00000020,1,298,Y
20230401,04,GM00000020,2,508,Y
20230401,04,GM00000021,1,57,Y
20230401,04,GM00000021,2,79,Y
20230401,04,GM00000022,1,106,Y
20230401,04,GM00000022,2,109,Y
20230401,04,GM00000023,1,261,Y
20230401,04,GM00000023,2,164,Y
20230401,04,GM00000024,1,1,Y
20230401,04,GM00000024,2,6,Y
20230401,04,GM00000025,1,1,Y
20230401,04,GM00000025,2,1,Y
20230401,04,GM00000026,1,2,Y
20230401,04,GM00000026,2,1,Y
20230401,04,GM00000028,1,10,Y
20230401,04,GM00000028,2,14,Y
20230401,04,GM00000030,1,2,Y
20230401,04,GM00000030,2,1,Y
20230401,04,GM00000031,1,214,Y
20230401,04,GM00000031,2,132,Y
20230401,04,GM00000032,1,123,Y
20230401,04,GM00000032,2,125,Y
20230401,04,GM00000033,1,18,Y
20230401,04,GM00000033,2,9,Y
20230401,04,GM00000034,1,35,Y
20230401,04,GM00000034,2,48,Y
20230401,04,GM00000035,1,343,Y
20230401,04,GM00000035,2,230,Y
20230401,04,GM00000036,1,180,Y
20230401,04,GM00000036,2,282,Y
20230401,04,GM00000037,1,2,Y
20230401,04,GM00000038,1,460,Y
20230401,04,GM00000038,2,363,Y
20230401,04,GM00000039,1,7,Y
20230401,04,GM00000039,2,3,Y
20230401,04,GM00000043,1,17,Y
20230401,04,GM00000043,2,15,Y
20230401,04,GM00000044,1,3,Y
20230401,04,GM00000045,1,12,Y
20230401,04,GM00000045,2,11,Y
20230401,05,GM00000001,1,55,Y
20230401,05,GM00000001,2,29,Y
20230401,05,GM00000002,1,173,Y
20230401,05,GM00000002,2,77,Y
20230401,05,GM00000003,1,3,Y
20230401,05,GM00000003,2,5,Y
20230401,05,GM00000004,1,4,Y
20230401,05,GM00000004,2,2,Y
20230401,05,GM00000005,1,6,Y
20230401,05,GM00000005,2,5,Y
20230401,05,GM00000006,1,2,Y
20230401,05,GM00000007,1,557,Y
20230401,05,GM00000007,2,415,Y
20230401,05,GM00000008,1,5,Y
20230401,05,GM00000010,1,371,Y
20230401,05,GM00000010,2,339,Y
20230401,05,GM00000011,1,54,Y
20230401,05,GM00000011,2,13,Y
20230401,05,GM00000012,1,524,Y
20230401,05,GM00000012,2,155,Y
20230401,05,GM00000013,1,2,Y
20230401,05,GM00000014,1,7,Y
20230401,05,GM00000014,2,6,Y
20230401,05,GM00000015,1,387,Y
20230401,05,GM00000015,2,795,Y
20230401,05,GM00000016,1,19,Y
20230401,05,GM00000016,2,15,Y
20230401,05,GM00000017,1,475,Y
20230401,05,GM00000017,2,162,Y
20230401,05,GM00000018,1,85,Y
20230401,05,GM00000019,1,235,Y
20230401,05,GM00000019,2,196,Y
20230401,05,GM00000020,1,524,Y
20230401,05,GM00000020,2,830,Y
20230401,05,GM00000021,1,87,Y
20230401,05,GM00000021,2,103,Y
20230401,05,GM00000022,1,173,Y
20230401,05,GM00000022,2,169,Y
20230401,05,GM00000023,1,384,Y
20230401,05,GM00000023,2,251,Y
20230401,05,GM00000024,1,3,Y
20230401,05,GM00000024,2,1,Y
20230401,05,GM00000025,1,2,Y
20230401,05,GM00000025,2,3,Y
20230401,05,GM00000026,2,2,Y
20230401,05,GM00000028,1,9,Y
20230401,05,GM00000028,2,16,Y
20230401,05,GM00000030,1,2,Y
20230401,05,GM00000030,2,1,Y
20230401,05,GM00000031,1,306,Y
20230401,05,GM00000031,2,134,Y
20230401,05,GM00000032,1,150,Y
20230401,05,GM00000032,2,150,Y
20230401,05,GM00000033,1,25,Y
20230401,05,GM00000033,2,12,Y
20230401,05,GM00000034,1,60,Y
20230401,05,GM00000034,2,84,Y
20230401,05,GM00000035,1,478,Y
20230401,05,GM00000035,2,287,Y
20230401,05,GM00000036,1,299,Y
20230401,05,GM00000036,2,402,Y
20230401,05,GM00000037,1,3,Y
20230401,05,GM00000038,1,714,Y
20230401,05,GM00000038,2,380,Y
20230401,05,GM00000039,1,11,Y
20230401,05,GM00000039,2,3,Y
20230401,05,GM00000043,1,40,Y
20230401,05,GM00000043,2,26,Y
20230401,05,GM00000044,1,6,Y
20230401,05,GM00000044,2,4,Y
20230401,05,GM00000045,1,45,Y
20230401,05,GM00000045,2,15,Y
20230401,06,GM00000001,1,85,Y
20230401,06,GM00000001,2,57,Y
20230401,06,GM00000002,1,381,Y
20230401,06,GM00000002,2,179,Y
20230401,06,GM00000003,1,8,Y
20230401,06,GM00000003,2,12,Y
20230401,06,GM00000004,1,4,Y
20230401,06,GM00000004,2,7,Y
20230401,06,GM00000005,1,16,Y
20230401,06,GM00000005,2,5,Y
20230401,06,GM00000006,1,6,Y
20230401,06,GM00000007,1,968,Y
20230401,06,GM00000007,2,555,Y
20230401,06,GM00000008,1,12,Y
20230401,06,GM00000008,2,5,Y
20230401,06,GM00000009,1,6,Y
20230401,06,GM00000009,2,2,Y
20230401,06,GM00000010,1,617,Y
20230401,06,GM00000010,2,533,Y
20230401,06,GM00000011,1,40,Y
20230401,06,GM00000011,2,10,Y
20230401,06,GM00000012,1,976,Y
20230401,06,GM00000012,2,268,Y
20230401,06,GM00000013,1,9,Y
20230401,06,GM00000013,2,4,Y
20230401,06,GM00000014,1,15,Y
20230401,06,GM00000014,2,17,Y
20230401,06,GM00000015,1,674,Y
20230401,06,GM00000015,2,1033,Y
20230401,06,GM00000016,1,23,Y
20230401,06,GM00000016,2,31,Y
20230401,06,GM00000017,1,671,Y
20230401,06,GM00000017,2,222,Y
20230401,06,GM00000018,1,115,Y
20230401,06,GM00000019,1,348,Y
20230401,06,GM00000019,2,328,Y
20230401,06,GM00000020,1,1067,Y
20230401,06,GM00000020,2,1257,Y
20230401,06,GM00000021,1,155,Y
20230401,06,GM00000021,2,158,Y
20230401,06,GM00000022,1,316,Y
20230401,06,GM00000022,2,287,Y
20230401,06,GM00000023,1,630,Y
20230401,06,GM00000023,2,377,Y
20230401,06,GM00000024,1,3,Y
20230401,06,GM00000024,2,2,Y
20230401,06,GM00000025,1,2,Y
20230401,06,GM00000025,2,5,Y
20230401,06,GM00000026,1,1,Y
20230401,06,GM00000026,2,3,Y
20230401,06,GM00000027,1,2,Y
20230401,06,GM00000027,2,1,Y
20230401,06,GM00000028,1,33,Y
20230401,06,GM00000028,2,32,Y
20230401,06,GM00000029,2,1,Y
20230401,06,GM00000030,1,1,Y
20230401,06,GM00000030,2,1,Y
20230401,06,GM00000031,1,415,Y
20230401,06,GM00000031,2,195,Y
20230401,06,GM00000032,1,256,Y
20230401,06,GM00000032,2,174,Y
20230401,06,GM00000033,1,27,Y
20230401,06,GM00000033,2,34,Y
20230401,06,GM00000034,1,99,Y
20230401,06,GM00000034,2,123,Y
20230401,06,GM00000035,1,734,Y
20230401,06,GM00000035,2,405,Y
20230401,06,GM00000036,1,358,Y
20230401,06,GM00000036,2,558,Y
20230401,06,GM00000037,1,5,Y
20230401,06,GM00000038,1,1009,Y
20230401,06,GM00000038,2,521,Y
20230401,06,GM00000039,1,22,Y
20230401,06,GM00000039,2,4,Y
20230401,06,GM00000040,2,3,Y
20230401,06,GM00000042,1,1,Y
20230401,06,GM00000042,2,2,Y
20230401,06,GM00000043,1,47,Y
20230401,06,GM00000043,2,59,Y
20230401,06,GM00000044,1,23,Y
20230401,06,GM00000044,2,14,Y
20230401,06,GM00000045,1,108,Y
20230401,06,GM00000045,2,49,Y
20230401,07,GM00000001,1,126,Y
20230401,07,GM00000001,2,92,Y
20230401,07,GM00000002,1,471,Y
20230401,07,GM00000002,2,252,Y
20230401,07,GM00000003,1,47,Y
20230401,07,GM00000003,2,35,Y
20230401,07,GM00000004,1,13,Y
20230401,07,GM00000004,2,17,Y
20230401,07,GM00000005,1,25,Y
20230401,07,GM00000005,2,8,Y
20230401,07,GM00000006,1,7,Y
20230401,07,GM00000007,1,1111,Y
20230401,07,GM00000007,2,773,Y
20230401,07,GM00000008,1,18,Y
20230401,07,GM00000008,2,7,Y
20230401,07,GM00000009,1,6,Y
20230401,07,GM00000009,2,1,Y
20230401,07,GM00000010,1,728,Y
20230401,07,GM00000010,2,643,Y
20230401,07,GM00000011,1,35,Y
20230401,07,GM00000011,2,40,Y
20230401,07,GM00000012,1,1051,Y
20230401,07,GM00000012,2,353,Y
20230401,07,GM00000013,2,4,Y
20230401,07,GM00000014,1,25,Y
20230401,07,GM00000014,2,19,Y
20230401,07,GM00000015,1,818,Y
20230401,07,GM00000015,2,1130,Y
20230401,07,GM00000016,1,55,Y
20230401,07,GM00000016,2,30,Y
20230401,07,GM00000017,1,755,Y
20230401,07,GM00000017,2,311,Y
20230401,07,GM00000018,1,255,Y
20230401,07,GM00000019,1,472,Y
20230401,07,GM00000019,2,420,Y
20230401,07,GM00000020,1,1270,Y
20230401,07,GM00000020,2,1389,Y
20230401,07,GM00000021,1,205,Y
20230401,07,GM00000021,2,188,Y
20230401,07,GM00000022,1,423,Y
20230401,07,GM00000022,2,293,Y
20230401,07,GM00000023,1,805,Y
20230401,07,GM00000023,2,472,Y
20230401,07,GM00000024,1,10,Y
20230401,07,GM00000024,2,6,Y
20230401,07,GM00000025,1,2,Y
20230401,07,GM00000025,2,5,Y
20230401,07,GM00000026,1,3,Y
20230401,07,GM00000026,2,8,Y
20230401,07,GM00000027,2,2,Y
20230401,07,GM00000028,1,38,Y
20230401,07,GM00000028,2,35,Y
20230401,07,GM00000031,1,517,Y
20230401,07,GM00000031,2,269,Y
20230401,07,GM00000032,1,352,Y
20230401,07,GM00000032,2,232,Y
20230401,07,GM00000033,1,50,Y
20230401,07,GM00000033,2,34,Y
20230401,07,GM00000034,1,161,Y
20230401,07,GM00000034,2,185,Y
20230401,07,GM00000035,1,810,Y
20230401,07,GM00000035,2,532,Y
20230401,07,GM00000036,1,422,Y
20230401,07,GM00000036,2,536,Y
20230401,07,GM00000037,1,10,Y
20230401,07,GM00000038,1,1211,Y
20230401,07,GM00000038,2,625,Y
20230401,07,GM00000039,1,34,Y
20230401,07,GM00000039,2,9,Y
20230401,07,GM00000040,1,1,Y
20230401,07,GM00000040,2,6,Y
20230401,07,GM00000042,2,4,Y
20230401,07,GM00000043,1,95,Y
20230401,07,GM00000043,2,83,Y
20230401,07,GM00000044,1,39,Y
20230401,07,GM00000044,2,20,Y
20230401,07,GM00000045,1,173,Y
20230401,07,GM00000045,2,76,Y
20230401,08,GM00000001,1,212,Y
20230401,08,GM00000001,2,128,Y
20230401,08,GM00000002,1,738,Y
20230401,08,GM00000002,2,370,Y
20230401,08,GM00000003,1,99,Y
20230401,08,GM00000003,2,69,Y
20230401,08,GM00000004,1,25,Y
20230401,08,GM00000004,2,15,Y
20230401,08,GM00000005,1,32,Y
20230401,08,GM00000005,2,21,Y
20230401,08,GM00000006,1,13,Y
20230401,08,GM00000007,1,1661,Y
20230401,08,GM00000007,2,1147,Y
20230401,08,GM00000008,1,26,Y
20230401,08,GM00000008,2,16,Y
20230401,08,GM00000009,1,26,Y
20230401,08,GM00000009,2,3,Y
20230401,08,GM00000010,1,900,Y
20230401,08,GM00000010,2,870,Y
20230401,08,GM00000011,1,83,Y
20230401,08,GM00000011,2,76,Y
20230401,08,GM00000012,1,1273,Y
20230401,08,GM00000012,2,448,Y
20230401,08,GM00000013,1,8,Y
20230401,08,GM00000013,2,2,Y
20230401,08,GM00000014,1,45,Y
20230401,08,GM00000014,2,21,Y
20230401,08,GM00000015,1,1007,Y
20230401,08,GM00000015,2,1339,Y
