기준일,기준시간,지점_ID,차량방향유형,차량수량,확정_YN
20230701,00,GM00000001,1,46,Y
20230701,00,GM00000001,2,107,Y
20230701,00,GM00000002,1,273,Y
20230701,00,GM00000002,2,229,Y
20230701,00,GM00000003,1,21,Y
20230701,00,GM00000003,2,17,Y
20230701,00,GM00000004,1,3,Y
20230701,00,GM00000004,2,4,Y
20230701,00,GM00000005,1,5,Y
20230701,00,GM00000005,2,7,Y
20230701,00,GM00000006,1,2,Y
20230701,00,GM00000007,1,786,Y
20230701,00,GM00000007,2,908,Y
20230701,00,GM00000008,1,8,Y
20230701,00,GM00000008,2,3,Y
20230701,00,GM00000010,1,384,Y
20230701,00,GM00000010,2,647,Y
20230701,00,GM00000011,1,10,Y
20230701,00,GM00000011,2,14,Y
20230701,00,GM00000012,1,707,Y
20230701,00,GM00000012,2,459,Y
20230701,00,GM00000013,2,4,Y
20230701,00,GM00000014,1,13,Y
20230701,00,GM00000014,2,29,Y
20230701,00,GM00000015,1,422,Y
20230701,00,GM00000015,2,855,Y
20230701,00,GM00000016,1,10,Y
20230701,00,GM00000016,2,17,Y
20230701,00,GM00000017,1,413,Y
20230701,00,GM00000017,2,216,Y
20230701,00,GM00000018,1,149,Y
20230701,00,GM00000019,1,299,Y
20230701,00,GM00000019,2,391,Y
20230701,00,GM00000020,1,810,Y
20230701,00,GM00000020,2,1419,Y
20230701,00,GM00000021,1,122,Y
20230701,00,GM00000021,2,160,Y
20230701,00,GM00000022,1,197,Y
20230701,00,GM00000022,2,272,Y
20230701,00,GM00000023,1,439,Y
20230701,00,GM00000023,2,497,Y
20230701,00,GM00000024,1,2,Y
20230701,00,GM00000024,2,7,Y
20230701,00,GM00000025,1,2,Y
20230701,00,GM00000025,2,1,Y
20230701,00,GM00000026,2,1,Y
20230701,00,GM00000028,1,24,Y
20230701,00,GM00000028,2,29,Y
20230701,00,GM00000030,1,1,Y
20230701,00,GM00000031,1,368,Y
20230701,00,GM00000031,2,93,Y
20230701,00,GM00000032,1,378,Y
20230701,00,GM00000032,2,278,Y
20230701,00,GM00000033,1,53,Y
20230701,00,GM00000033,2,52,Y
20230701,00,GM00000034,1,66,Y
20230701,00,GM00000034,2,201,Y
20230701,00,GM00000035,1,484,Y
20230701,00,GM00000035,2,445,Y
20230701,00,GM00000036,1,389,Y
20230701,00,GM00000036,2,581,Y
20230701,00,GM00000037,1,10,Y
20230701,00,GM00000038,1,795,Y
20230701,00,GM00000038,2,934,Y
20230701,00,GM00000039,1,3,Y
20230701,00,GM00000039,2,16,Y
20230701,00,GM00000043,1,42,Y
20230701,00,GM00000043,2,56,Y
20230701,00,GM00000044,1,13,Y
20230701,00,GM00000044,2,22,Y
20230701,00,GM00000045,1,35,Y
20230701,00,GM00000045,2,63,Y
20230701,01,GM00000001,1,34,Y
20230701,01,GM00000001,2,57,Y
20230701,01,GM00000002,1,208,Y
20230701,01,GM00000002,2,154,Y
20230701,01,GM00000003,1,23,Y
20230701,01,GM00000003,2,13,Y
20230701,01,GM00000004,1,2,Y
20230701,01,GM00000004,2,2,Y
20230701,01,GM00000005,1,5,Y
20230701,01,GM00000005,2,11,Y
20230701,01,GM00000006,1,1,Y
20230701,01,GM00000007,1,621,Y
20230701,01,GM00000007,2,692,Y
20230701,01,GM00000008,1,3,Y
20230701,01,GM00000010,1,306,Y
20230701,01,GM00000010,2,537,Y
20230701,01,GM00000011,1,8,Y
20230701,01,GM00000011,2,18,Y
20230701,01,GM00000012,1,589,Y
20230701,01,GM00000012,2,292,Y
20230701,01,GM00000013,1,1,Y
20230701,01,GM00000013,2,2,Y
20230701,01,GM00000014,1,9,Y
20230701,01,GM00000014,2,5,Y
20230701,01,GM00000015,1,253,Y
20230701,01,GM00000015,2,642,Y
20230701,01,GM00000016,1,11,Y
20230701,01,GM00000016,2,10,Y
20230701,01,GM00000017,1,307,Y
20230701,01,GM00000017,2,115,Y
20230701,01,GM00000018,1,95,Y
20230701,01,GM00000019,1,269,Y
20230701,01,GM00000019,2,249,Y
20230701,01,GM00000020,1,552,Y
20230701,01,GM00000020,2,1040,Y
20230701,01,GM00000021,1,104,Y
20230701,01,GM00000021,2,89,Y
20230701,01,GM00000022,1,147,Y
20230701,01,GM00000022,2,236,Y
20230701,01,GM00000023,1,299,Y
20230701,01,GM00000023,2,345,Y
20230701,01,GM00000024,1,1,Y
20230701,01,GM00000024,2,2,Y
20230701,01,GM00000025,2,2,Y
20230701,01,GM00000026,2,1,Y
20230701,01,GM00000028,1,20,Y
20230701,01,GM00000028,2,20,Y
20230701,01,GM00000030,1,5,Y
20230701,01,GM00000030,2,3,Y
20230701,01,GM00000031,1,313,Y
20230701,01,GM00000031,2,77,Y
20230701,01,GM00000032,1,329,Y
20230701,01,GM00000032,2,214,Y
20230701,01,GM00000033,1,48,Y
20230701,01,GM00000033,2,34,Y
20230701,01,GM00000034,1,52,Y
20230701,01,GM00000034,2,160,Y
20230701,01,GM00000035,1,392,Y
20230701,01,GM00000035,2,324,Y
20230701,01,GM00000036,1,359,Y
20230701,01,GM00000036,2,453,Y
20230701,01,GM00000037,1,5,Y
20230701,01,GM00000038,1,670,Y
20230701,01,GM00000038,2,769,Y
20230701,01,GM00000039,1,6,Y
20230701,01,GM00000039,2,7,Y
20230701,01,GM00000043,1,18,Y
20230701,01,GM00000043,2,39,Y
20230701,01,GM00000044,1,4,Y
20230701,01,GM00000044,2,4,Y
20230701,01,GM00000045,1,16,Y
20230701,01,GM00000045,2,44,Y
