기준일,기준시간,지점_ID,차량방향유형,차량수량,확정_YN
20240601,00,GM00000001,1,45,Y
20240601,00,GM00000001,2,70,Y
20240601,00,GM00000002,1,192,Y
20240601,00,GM00000002,2,200,Y
20240601,00,GM00000003,1,15,Y
20240601,00,GM00000003,2,35,Y
20240601,00,GM00000004,1,3,Y
20240601,00,GM00000005,2,6,Y
20240601,00,GM00000007,1,729,Y
20240601,00,GM00000007,2,787,Y
20240601,00,GM00000008,1,9,Y
20240601,00,GM00000008,2,2,Y
20240601,00,GM00000010,1,295,Y
20240601,00,GM00000010,2,688,Y
20240601,00,GM00000011,1,10,Y
20240601,00,GM00000011,2,11,Y
20240601,00,GM00000012,1,739,Y
20240601,00,GM00000012,2,494,Y
20240601,00,GM00000014,1,13,Y
20240601,00,GM00000014,2,12,Y
20240601,00,GM00000015,1,406,Y
20240601,00,GM00000015,2,874,Y
20240601,00,GM00000016,1,6,Y
20240601,00,GM00000016,2,23,Y
20240601,00,GM00000017,1,415,Y
20240601,00,GM00000017,2,216,Y
20240601,00,GM00000018,1,133,Y
20240601,00,GM00000019,1,396,Y
20240601,00,GM00000019,2,375,Y
20240601,00,GM00000020,1,727,Y
20240601,00,GM00000020,2,1439,Y
20240601,00,GM00000021,1,130,Y
20240601,00,GM00000021,2,194,Y
20240601,00,GM00000022,1,230,Y
20240601,00,GM00000022,2,322,Y
20240601,00,GM00000023,1,423,Y
20240601,00,GM00000023,2,473,Y
20240601,00,GM00000024,2,2,Y
20240601,00,GM00000025,1,1,Y
20240601,00,GM00000025,2,4,Y
20240601,00,GM00000026,1,3,Y
20240601,00,GM00000026,2,3,Y
20240601,00,GM00000028,1,16,Y
20240601,00,GM00000028,2,22,Y
20240601,00,GM00000030,2,2,Y
20240601,00,GM00000031,1,337,Y
20240601,00,GM00000031,2,249,Y
20240601,00,GM00000032,1,338,Y
20240601,00,GM00000032,2,250,Y
20240601,00,GM00000033,1,55,Y
20240601,00,GM00000033,2,50,Y
20240601,00,GM00000034,1,81,Y
20240601,00,GM00000034,2,195,Y
20240601,00,GM00000035,1,441,Y
20240601,00,GM00000035,2,242,Y
20240601,00,GM00000036,1,332,Y
20240601,00,GM00000036,2,533,Y
20240601,00,GM00000037,1,6,Y
20240601,00,GM00000038,1,716,Y
20240601,00,GM00000038,2,880,Y
20240601,00,GM00000039,1,6,Y
20240601,00,GM00000039,2,12,Y
20240601,00,GM00000043,1,43,Y
20240601,00,GM00000043,2,37,Y
20240601,00,GM00000044,1,10,Y
20240601,00,GM00000044,2,14,Y
20240601,00,GM00000045,1,29,Y
20240601,00,GM00000045,2,65,Y
20240601,01,GM00000001,1,19,Y
20240601,01,GM00000001,2,41,Y
20240601,01,GM00000002,1,205,Y
20240601,01,GM00000002,2,145,Y
20240601,01,GM00000003,1,19,Y
20240601,01,GM00000003,2,16,Y
20240601,01,GM00000004,1,1,Y
20240601,01,GM00000004,2,1,Y
20240601,01,GM00000005,2,6,Y
20240601,01,GM00000006,1,2,Y
20240601,01,GM00000007,1,564,Y
20240601,01,GM00000007,2,638,Y
20240601,01,GM00000008,1,3,Y
20240601,01,GM00000008,2,3,Y
20240601,01,GM00000010,1,274,Y
20240601,01,GM00000010,2,512,Y
20240601,01,GM00000011,1,5,Y
20240601,01,GM00000011,2,12,Y
20240601,01,GM00000012,1,629,Y
20240601,01,GM00000012,2,307,Y
20240601,01,GM00000014,1,11,Y
20240601,01,GM00000014,2,7,Y
20240601,01,GM00000015,1,239,Y
20240601,01,GM00000015,2,646,Y
20240601,01,GM00000016,1,7,Y
20240601,01,GM00000016,2,7,Y
20240601,01,GM00000017,1,271,Y
20240601,01,GM00000017,2,110,Y
20240601,01,GM00000018,1,81,Y
20240601,01,GM00000019,1,276,Y
20240601,01,GM00000019,2,227,Y
20240601,01,GM00000020,1,496,Y
20240601,01,GM00000020,2,1028,Y
20240601,01,GM00000021,1,115,Y
20240601,01,GM00000021,2,151,Y
20240601,01,GM00000022,1,147,Y
20240601,01,GM00000022,2,275,Y
20240601,01,GM00000023,1,295,Y
20240601,01,GM00000023,2,324,Y
20240601,01,GM00000024,1,2,Y
20240601,01,GM00000024,2,3,Y
20240601,01,GM00000025,1,1,Y
20240601,01,GM00000025,2,1,Y
20240601,01,GM00000026,1,2,Y
20240601,01,GM00000026,2,1,Y
20240601,01,GM00000028,1,23,Y
20240601,01,GM00000028,2,28,Y
20240601,01,GM00000030,2,2,Y
20240601,01,GM00000031,1,336,Y
20240601,01,GM00000031,2,209,Y
20240601,01,GM00000032,1,317,Y
20240601,01,GM00000032,2,212,Y
20240601,01,GM00000033,1,46,Y
20240601,01,GM00000033,2,38,Y
20240601,01,GM00000034,1,51,Y
20240601,01,GM00000034,2,147,Y
20240601,01,GM00000035,1,365,Y
20240601,01,GM00000035,2,181,Y
20240601,01,GM00000036,1,265,Y
20240601,01,GM00000036,2,420,Y
20240601,01,GM00000037,1,1,Y
20240601,01,GM00000038,1,666,Y
20240601,01,GM00000038,2,650,Y
20240601,01,GM00000039,1,5,Y
20240601,01,GM00000039,2,14,Y
20240601,01,GM00000043,1,19,Y
20240601,01,GM00000043,2,34,Y
20240601,01,GM00000044,1,3,Y
20240601,01,GM00000044,2,7,Y
20240601,01,GM00000045,1,15,Y
20240601,01,GM00000045,2,40,Y
20240601,02,GM00000001,1,17,Y
20240601,02,GM00000001,2,27,Y
20240601,02,GM00000002,1,149,Y
20240601,02,GM00000002,2,87,Y
20240601,02,GM00000003,1,10,Y
20240601,02,GM00000003,2,9,Y
20240601,02,GM00000005,2,4,Y
20240601,02,GM00000006,1,1,Y
20240601,02,GM00000007,1,491,Y
20240601,02,GM00000007,2,492,Y
20240601,02,GM00000008,1,5,Y
20240601,02,GM00000008,2,1,Y
20240601,02,GM00000010,1,223,Y
20240601,02,GM00000010,2,400,Y
20240601,02,GM00000011,1,6,Y
20240601,02,GM00000011,2,10,Y
20240601,02,GM00000012,1,485,Y
20240601,02,GM00000012,2,300,Y
20240601,02,GM00000014,1,10,Y
20240601,02,GM00000014,2,9,Y
20240601,02,GM00000015,1,197,Y
20240601,02,GM00000015,2,490,Y
20240601,02,GM00000016,1,4,Y
20240601,02,GM00000016,2,2,Y
20240601,02,GM00000017,1,222,Y
20240601,02,GM00000017,2,110,Y
20240601,02,GM00000018,1,43,Y
20240601,02,GM00000019,1,244,Y
20240601,02,GM00000019,2,189,Y
20240601,02,GM00000020,1,392,Y
20240601,02,GM00000020,2,779,Y
20240601,02,GM00000021,1,77,Y
20240601,02,GM00000021,2,89,Y
20240601,02,GM00000022,1,109,Y
20240601,02,GM00000022,2,171,Y
20240601,02,GM00000023,1,253,Y
20240601,02,GM00000023,2,221,Y
20240601,02,GM00000025,2,2,Y
20240601,02,GM00000026,1,1,Y
20240601,02,GM00000026,2,1,Y
20240601,02,GM00000028,1,9,Y
20240601,02,GM00000028,2,11,Y
20240601,02,GM00000030,2,1,Y
20240601,02,GM00000031,1,286,Y
20240601,02,GM00000031,2,164,Y
20240601,02,GM00000032,1,215,Y
20240601,02,GM00000032,2,157,Y
20240601,02,GM00000033,1,40,Y
20240601,02,GM00000033,2,18,Y
20240601,02,GM00000034,1,45,Y
20240601,02,GM00000034,2,121,Y
20240601,02,GM00000035,1,327,Y
20240601,02,GM00000035,2,185,Y
20240601,02,GM00000036,1,240,Y
20240601,02,GM00000036,2,324,Y
20240601,02,GM00000037,1,1,Y
20240601,02,GM00000038,1,522,Y
20240601,02,GM00000038,2,554,Y
20240601,02,GM00000039,1,5,Y
20240601,02,GM00000039,2,3,Y
20240601,02,GM00000043,1,17,Y
20240601,02,GM00000043,2,16,Y
20240601,02,GM00000044,1,1,Y
20240601,02,GM00000044,2,3,Y
20240601,02,GM00000045,1,13,Y
20240601,02,GM00000045,2,16,Y
20240601,03,GM00000001,1,12,Y
20240601,03,GM00000001,2,12,Y
20240601,03,GM00000002,1,118,Y
20240601,03,GM00000002,2,78,Y
20240601,03,GM00000003,1,6,Y
20240601,03,GM00000003,2,3,Y
20240601,03,GM00000004,2,1,Y
20240601,03,GM00000005,2,4,Y
20240601,03,GM00000006,1,1,Y
20240601,03,GM00000007,1,346,Y
20240601,03,GM00000007,2,392,Y
20240601,03,GM00000008,1,4,Y
20240601,03,GM00000008,2,1,Y
20240601,03,GM00000010,1,228,Y
20240601,03,GM00000010,2,305,Y
20240601,03,GM00000011,1,5,Y
20240601,03,GM00000011,2,5,Y
20240601,03,GM00000012,1,427,Y
20240601,03,GM00000012,2,247,Y
20240601,03,GM00000014,1,4,Y
20240601,03,GM00000014,2,1,Y
20240601,03,GM00000015,1,166,Y
20240601,03,GM00000015,2,347,Y
20240601,03,GM00000016,1,2,Y
20240601,03,GM00000016,2,6,Y
20240601,03,GM00000017,1,183,Y
20240601,03,GM00000017,2,104,Y
20240601,03,GM00000018,1,41,Y
20240601,03,GM00000019,1,196,Y
20240601,03,GM00000019,2,126,Y
20240601,03,GM00000020,1,330,Y
20240601,03,GM00000020,2,585,Y
20240601,03,GM00000021,1,62,Y
20240601,03,GM00000021,2,69,Y
20240601,03,GM00000022,1,107,Y
20240601,03,GM00000022,2,119,Y
20240601,03,GM00000023,1,209,Y
20240601,03,GM00000023,2,190,Y
20240601,03,GM00000024,1,1,Y
20240601,03,GM00000024,2,3,Y
20240601,03,GM00000025,1,1,Y
20240601,03,GM00000026,2,1,Y
20240601,03,GM00000028,1,15,Y
20240601,03,GM00000028,2,13,Y
20240601,03,GM00000030,1,1,Y
20240601,03,GM00000031,1,229,Y
20240601,03,GM00000031,2,133,Y
20240601,03,GM00000032,1,142,Y
20240601,03,GM00000032,2,122,Y
20240601,03,GM00000033,1,15,Y
20240601,03,GM00000033,2,7,Y
20240601,03,GM00000034,1,38,Y
20240601,03,GM00000034,2,68,Y
20240601,03,GM00000035,1,314,Y
20240601,03,GM00000035,2,193,Y
20240601,03,GM00000036,1,178,Y
20240601,03,GM00000036,2,281,Y
20240601,03,GM00000037,1,1,Y
20240601,03,GM00000038,1,486,Y
20240601,03,GM00000038,2,456,Y
20240601,03,GM00000039,1,3,Y
20240601,03,GM00000039,2,1,Y
20240601,03,GM00000043,1,12,Y
20240601,03,GM00000043,2,16,Y
20240601,03,GM00000044,1,1,Y
20240601,03,GM00000044,2,1,Y
20240601,03,GM00000045,1,9,Y
20240601,03,GM00000045,2,16,Y
20240601,04,GM00000001,1,23,Y
20240601,04,GM00000001,2,19,Y
20240601,04,GM00000002,1,104,Y
20240601,04,GM00000002,2,74,Y
20240601,04,GM00000003,1,6,Y
20240601,04,GM00000003,2,6,Y
20240601,04,GM00000004,1,2,Y
20240601,04,GM00000004,2,3,Y
20240601,04,GM00000005,2,5,Y
20240601,04,GM00000006,1,1,Y
20240601,04,GM00000007,1,355,Y
20240601,04,GM00000007,2,346,Y
20240601,04,GM00000008,1,6,Y
20240601,04,GM00000008,2,1,Y
20240601,04,GM00000010,1,232,Y
20240601,04,GM00000010,2,262,Y
20240601,04,GM00000011,1,8,Y
20240601,04,GM00000011,2,8,Y
20240601,04,GM00000012,1,431,Y
20240601,04,GM00000012,2,178,Y
20240601,04,GM00000014,1,1,Y
20240601,04,GM00000014,2,5,Y
20240601,04,GM00000015,1,201,Y
20240601,04,GM00000015,2,459,Y
20240601,04,GM00000016,1,10,Y
20240601,04,GM00000016,2,7,Y
20240601,04,GM00000017,1,233,Y
20240601,04,GM00000017,2,96,Y
20240601,04,GM00000018,1,29,Y
20240601,04,GM00000019,1,200,Y
20240601,04,GM00000019,2,133,Y
20240601,04,GM00000020,1,307,Y
20240601,04,GM00000020,2,639,Y
20240601,04,GM00000021,1,72,Y
20240601,04,GM00000021,2,63,Y
20240601,04,GM00000022,1,108,Y
20240601,04,GM00000022,2,111,Y
20240601,04,GM00000023,1,215,Y
20240601,04,GM00000023,2,186,Y
20240601,04,GM00000024,1,1,Y
20240601,04,GM00000025,1,1,Y
20240601,04,GM00000026,1,1,Y
20240601,04,GM00000026,2,1,Y
20240601,04,GM00000028,1,12,Y
20240601,04,GM00000028,2,14,Y
20240601,04,GM00000030,2,2,Y
20240601,04,GM00000031,1,231,Y
20240601,04,GM00000031,2,123,Y
20240601,04,GM00000032,1,136,Y
20240601,04,GM00000032,2,97,Y
20240601,04,GM00000033,1,16,Y
20240601,04,GM00000033,2,5,Y
20240601,04,GM00000034,1,45,Y
20240601,04,GM00000034,2,68,Y
20240601,04,GM00000035,1,342,Y
