기준년월,광역지자체,방문자 구분,방문자 수
20230701,대구광역시,현지인방문자(a),1108362.0
20230701,대구광역시,외지인방문자(b),342304.0
20230701,대구광역시,외국인방문자(c),1101.0
20230702,대구광역시,현지인방문자(a),1055810.0
20230702,대구광역시,외지인방문자(b),289852.0
20230702,대구광역시,외국인방문자(c),994.0
20230703,대구광역시,현지인방문자(a),1157328.0
20230703,대구광역시,외지인방문자(b),204236.0
20230703,대구광역시,외국인방문자(c),1119.0
20230704,대구광역시,현지인방문자(a),1144248.0
20230704,대구광역시,외지인방문자(b),201442.0
20230704,대구광역시,외국인방문자(c),1354.0
20230705,대구광역시,현지인방문자(a),1170894.0
20230705,대구광역시,외지인방문자(b),208940.0
20230705,대구광역시,외국인방문자(c),1528.0
20230706,대구광역시,현지인방문자(a),1163596.0
20230706,대구광역시,외지인방문자(b),217298.0
20230706,대구광역시,외국인방문자(c),1665.0
20230707,대구광역시,현지인방문자(a),1157160.0
20230707,대구광역시,외지인방문자(b),247436.0
20230707,대구광역시,외국인방문자(c),1753.0
20230708,대구광역시,현지인방문자(a),1099630.0
20230708,대구광역시,외지인방문자(b),349436.0
20230708,대구광역시,외국인방문자(c),1524.0
20230709,대구광역시,현지인방문자(a),1048610.0
20230709,대구광역시,외지인방문자(b),306134.0
20230709,대구광역시,외국인방문자(c),1681.0
20230710,대구광역시,현지인방문자(a),1155070.0
20230710,대구광역시,외지인방문자(b),220678.0
20230710,대구광역시,외국인방문자(c),1642.0
20230711,대구광역시,현지인방문자(a),1138302.0
20230711,대구광역시,외지인방문자(b),222296.0
20230711,대구광역시,외국인방문자(c),1367.0
20230712,대구광역시,현지인방문자(a),1167554.0
20230712,대구광역시,외지인방문자(b),232242.0
20230712,대구광역시,외국인방문자(c),1233.0
20230713,대구광역시,현지인방문자(a),1151549.0
20230713,대구광역시,외지인방문자(b),235368.0
20230713,대구광역시,외국인방문자(c),1229.0
20230714,대구광역시,현지인방문자(a),1146061.0
20230714,대구광역시,외지인방문자(b),261838.0
20230714,대구광역시,외국인방문자(c),1194.0
20230715,대구광역시,현지인방문자(a),1092760.0
20230715,대구광역시,외지인방문자(b),346700.0
20230715,대구광역시,외국인방문자(c),1142.0
20230716,대구광역시,현지인방문자(a),1045870.0
20230716,대구광역시,외지인방문자(b),299488.0
20230716,대구광역시,외국인방문자(c),1207.0
20230717,대구광역시,현지인방문자(a),1146705.0
