기준년월,광역지자체,방문자 구분,방문자 수
20221101,광주광역시,현지인방문자(a),796842.0
20221101,광주광역시,외지인방문자(b),116767.0
20221101,광주광역시,외국인방문자(c),94.0
20221102,광주광역시,현지인방문자(a),801052.0
20221102,광주광역시,외지인방문자(b),126270.0
20221102,광주광역시,외국인방문자(c),111.0
20221103,광주광역시,현지인방문자(a),793580.0
20221103,광주광역시,외지인방문자(b),131740.0
20221103,광주광역시,외국인방문자(c),103.0
20221104,광주광역시,현지인방문자(a),798976.0
20221104,광주광역시,외지인방문자(b),157854.0
20221104,광주광역시,외국인방문자(c),92.0
20221105,광주광역시,현지인방문자(a),732242.0
20221105,광주광역시,외지인방문자(b),218740.0
20221105,광주광역시,외국인방문자(c),81.0
20221106,광주광역시,현지인방문자(a),702936.0
20221106,광주광역시,외지인방문자(b),180915.0
20221106,광주광역시,외국인방문자(c),92.0
20221107,광주광역시,현지인방문자(a),793054.0
20221107,광주광역시,외지인방문자(b),130966.0
20221107,광주광역시,외국인방문자(c),96.0
20221108,광주광역시,현지인방문자(a),795781.0
20221108,광주광역시,외지인방문자(b),131040.0
20221108,광주광역시,외국인방문자(c),106.0
20221109,광주광역시,현지인방문자(a),804142.0
20221109,광주광역시,외지인방문자(b),133105.0
20221109,광주광역시,외국인방문자(c),106.0
20221110,광주광역시,현지인방문자(a),799046.0
20221110,광주광역시,외지인방문자(b),140256.0
20221110,광주광역시,외국인방문자(c),96.0
20221111,광주광역시,현지인방문자(a),807566.0
20221111,광주광역시,외지인방문자(b),167654.0
20221111,광주광역시,외국인방문자(c),93.0
20221112,광주광역시,현지인방문자(a),734468.0
20221112,광주광역시,외지인방문자(b),229362.0
20221112,광주광역시,외국인방문자(c),88.0
20221113,광주광역시,현지인방문자(a),694866.0
20221113,광주광역시,외지인방문자(b),190768.0
20221113,광주광역시,외국인방문자(c),89.0
20221114,광주광역시,현지인방문자(a),790800.0
20221114,광주광역시,외지인방문자(b),140994.0
20221114,광주광역시,외국인방문자(c),93.0
20221115,광주광역시,현지인방문자(a),793079.0
20221115,광주광역시,외지인방문자(b),141568.0
20221115,광주광역시,외국인방문자(c),90.0
20221116,광주광역시,현지인방문자(a),802508.0
20221116,광주광역시,외지인방문자(b),145128.0
20221116,광주광역시,외국인방문자(c),97.0
20221117,광주광역시,현지인방문자(a),795672.0
20221117,광주광역시,외지인방문자(b),148904.0
20221117,광주광역시,외국인방문자(c),87.0
20221118,광주광역시,현지인방문자(a),802820.0
20221118,광주광역시,외지인방문자(b),177982.0
20221118,광주광역시,외국인방문자(c),83.0
20221119,광주광역시,현지인방문자(a),737499.0
20221119,광주광역시,외지인방문자(b),243866.0
20221119,광주광역시,외국인방문자(c),84.0
20221120,광주광역시,현지인방문자(a),702527.0
20221120,광주광역시,외지인방문자(b),201660.0
20221120,광주광역시,외국인방문자(c),87.0
20221121,광주광역시,현지인방문자(a),792362.0
20221121,광주광역시,외지인방문자(b),148141.0
20221121,광주광역시,외국인방문자(c),85.0
20221122,광주광역시,현지인방문자(a),785386.0
20221122,광주광역시,외지인방문자(b),147032.0
20221122,광주광역시,외국인방문자(c),91.0
20221123,광주광역시,현지인방문자(a),798074.0
20221123,광주광역시,외지인방문자(b),151074.0
20221123,광주광역시,외국인방문자(c),80.0
20221124,광주광역시,현지인방문자(a),797304.0
20221124,광주광역시,외지인방문자(b),153814.0
20221124,광주광역시,외국인방문자(c),82.0
20221125,광주광역시,현지인방문자(a),798900.0
20221125,광주광역시,외지인방문자(b),179970.0
20221125,광주광역시,외국인방문자(c),84.0
20221126,광주광역시,현지인방문자(a),730527.0
20221126,광주광역시,외지인방문자(b),240314.0
20221126,광주광역시,외국인방문자(c),84.0
20221127,광주광역시,현지인방문자(a),701250.0
20221127,광주광역시,외지인방문자(b),203158.0
20221127,광주광역시,외국인방문자(c),79.0
20221128,광주광역시,현지인방문자(a),785264.0
20221128,광주광역시,외지인방문자(b),154004.0
20221128,광주광역시,외국인방문자(c),84.0
20221129,광주광역시,현지인방문자(a),783450.0
20221129,광주광역시,외지인방문자(b),151284.0
20221129,광주광역시,외국인방문자(c),84.0
20221130,광주광역시,현지인방문자(a),784532.0
20221130,광주광역시,외지인방문자(b),152288.0
20221130,광주광역시,외국인방문자(c),99.0
20221101,광주광역시,외부방문자(b+c),116861.0
20221102,광주광역시,외부방문자(b+c),126380.0
20221103,광주광역시,외부방문자(b+c),131843.0
20221104,광주광역시,외부방문자(b+c),157945.0
20221105,광주광역시,외부방문자(b+c),218820.0
20221106,광주광역시,외부방문자(b+c),181007.0
20221107,광주광역시,외부방문자(b+c),131062.0
20221108,광주광역시,외부방문자(b+c),131146.0
20221109,광주광역시,외부방문자(b+c),133211.0
20221110,광주광역시,외부방문자(b+c),140352.0
20221111,광주광역시,외부방문자(b+c),167746.0
20221112,광주광역시,외부방문자(b+c),229450.0
20221113,광주광역시,외부방문자(b+c),190856.0
20221114,광주광역시,외부방문자(b+c),141087.0
20221115,광주광역시,외부방문자(b+c),141658.0
20221116,광주광역시,외부방문자(b+c),145225.0
20221117,광주광역시,외부방문자(b+c),148991.0
20221118,광주광역시,외부방문자(b+c),178065.0
20221119,광주광역시,외부방문자(b+c),243950.0
20221120,광주광역시,외부방문자(b+c),201747.0
20221121,광주광역시,외부방문자(b+c),148226.0
20221122,광주광역시,외부방문자(b+c),147123.0
20221123,광주광역시,외부방문자(b+c),151154.0
20221124,광주광역시,외부방문자(b+c),153897.0
20221125,광주광역시,외부방문자(b+c),180054.0
20221126,광주광역시,외부방문자(b+c),240398.0
20221127,광주광역시,외부방문자(b+c),203237.0
20221128,광주광역시,외부방문자(b+c),154087.0
20221129,광주광역시,외부방문자(b+c),151368.0
20221130,광주광역시,외부방문자(b+c),152388.0
20221101,광주광역시,전체방문자(a+b+c),913703.0
20221102,광주광역시,전체방문자(a+b+c),927432.0
20221103,광주광역시,전체방문자(a+b+c),925423.0
20221104,광주광역시,전체방문자(a+b+c),956922.0
20221105,광주광역시,전체방문자(a+b+c),951062.0
20221106,광주광역시,전체방문자(a+b+c),883943.0
20221107,광주광역시,전체방문자(a+b+c),924117.0
20221108,광주광역시,전체방문자(a+b+c),926927.0
20221109,광주광역시,전체방문자(a+b+c),937354.0
20221110,광주광역시,전체방문자(a+b+c),939398.0
20221111,광주광역시,전체방문자(a+b+c),975312.0
20221112,광주광역시,전체방문자(a+b+c),963918.0
20221113,광주광역시,전체방문자(a+b+c),885722.0
20221114,광주광역시,전체방문자(a+b+c),931887.0
20221115,광주광역시,전체방문자(a+b+c),934737.0
20221116,광주광역시,전체방문자(a+b+c),947733.0
20221117,광주광역시,전체방문자(a+b+c),944664.0
20221118,광주광역시,전체방문자(a+b+c),980885.0
