기준년월,광역지자체,방문자 구분,방문자 수
20220301,서울특별시,현지인방문자(a),3973214.0
20220301,서울특별시,외지인방문자(b),1101072.0
20220301,서울특별시,외국인방문자(c),2460.0
20220302,서울특별시,현지인방문자(a),4676704.0
20220302,서울특별시,외지인방문자(b),1256952.0
20220302,서울특별시,외국인방문자(c),2533.0
20220303,서울특별시,현지인방문자(a),4660282.0
20220303,서울특별시,외지인방문자(b),1308258.0
20220303,서울특별시,외국인방문자(c),2405.0
20220304,서울특별시,현지인방문자(a),4684810.0
20220304,서울특별시,외지인방문자(b),1366358.0
20220304,서울특별시,외국인방문자(c),2275.0
20220305,서울특별시,현지인방문자(a),4203406.0
20220305,서울특별시,외지인방문자(b),1487580.0
20220305,서울특별시,외국인방문자(c),2034.0
20220306,서울특별시,현지인방문자(a),3964408.0
20220306,서울특별시,외지인방문자(b),1243067.0
20220306,서울특별시,외국인방문자(c),1769.0
20220307,서울특별시,현지인방문자(a),4604803.0
20220307,서울특별시,외지인방문자(b),1324456.0
20220307,서울특별시,외국인방문자(c),1706.0
20220308,서울특별시,현지인방문자(a),4653450.0
20220308,서울특별시,외지인방문자(b),1436659.0
20220308,서울특별시,외국인방문자(c),1715.0
20220309,서울특별시,현지인방문자(a),4151704.0
20220309,서울특별시,외지인방문자(b),1202243.0
20220309,서울특별시,외국인방문자(c),1642.0
20220310,서울특별시,현지인방문자(a),4620788.0
20220310,서울특별시,외지인방문자(b),1402138.0
20220310,서울특별시,외국인방문자(c),1577.0
20220311,서울특별시,현지인방문자(a),4676886.0
20220311,서울특별시,외지인방문자(b),1491679.0
20220311,서울특별시,외국인방문자(c),1522.0
20220312,서울특별시,현지인방문자(a),4151556.0
20220312,서울특별시,외지인방문자(b),1594943.0
20220312,서울특별시,외국인방문자(c),1456.0
20220313,서울특별시,현지인방문자(a),3871808.0
20220313,서울특별시,외지인방문자(b),1266062.0
20220313,서울특별시,외국인방문자(c),1447.0
20220314,서울특별시,현지인방문자(a),4538394.0
20220314,서울특별시,외지인방문자(b),1370705.0
20220314,서울특별시,외국인방문자(c),1555.0
20220315,서울특별시,현지인방문자(a),4615856.0
20220315,서울특별시,외지인방문자(b),1445868.0
20220315,서울특별시,외국인방문자(c),1532.0
20220316,서울특별시,현지인방문자(a),4621326.0
20220316,서울특별시,외지인방문자(b),1466311.0
20220316,서울특별시,외국인방문자(c),1548.0
20220317,서울특별시,현지인방문자(a),4570752.0
20220317,서울특별시,외지인방문자(b),1470917.0
20220317,서울특별시,외국인방문자(c),1523.0
20220318,서울특별시,현지인방문자(a),4625394.0
20220318,서울특별시,외지인방문자(b),1549975.0
20220318,서울특별시,외국인방문자(c),1539.0
20220319,서울특별시,현지인방문자(a),4087216.0
20220319,서울특별시,외지인방문자(b),1595360.0
20220319,서울특별시,외국인방문자(c),1464.0
20220320,서울특별시,현지인방문자(a),3962822.0
20220320,서울특별시,외지인방문자(b),1402180.0
20220320,서울특별시,외국인방문자(c),1374.0
20220321,서울특별시,현지인방문자(a),4601642.0
20220321,서울특별시,외지인방문자(b),1479240.0
20220321,서울특별시,외국인방문자(c),1417.0
20220322,서울특별시,현지인방문자(a),4637766.0
20220322,서울특별시,외지인방문자(b),1533217.0
20220322,서울특별시,외국인방문자(c),1412.0
20220323,서울특별시,현지인방문자(a),4622730.0
20220323,서울특별시,외지인방문자(b),1536521.0
20220323,서울특별시,외국인방문자(c),1436.0
20220324,서울특별시,현지인방문자(a),4609594.0
20220324,서울특별시,외지인방문자(b),1582497.0
20220324,서울특별시,외국인방문자(c),1419.0
20220325,서울특별시,현지인방문자(a),4691785.0
20220325,서울특별시,외지인방문자(b),1665584.0
20220325,서울특별시,외국인방문자(c),1470.0
20220326,서울특별시,현지인방문자(a),4143408.0
20220326,서울특별시,외지인방문자(b),1745846.0
20220326,서울특별시,외국인방문자(c),1392.0
20220327,서울특별시,현지인방문자(a),3978026.0
20220327,서울특별시,외지인방문자(b),1524173.0
20220327,서울특별시,외국인방문자(c),1362.0
20220328,서울특별시,현지인방문자(a),4664852.0
20220328,서울특별시,외지인방문자(b),1586431.0
20220328,서울특별시,외국인방문자(c),1399.0
20220329,서울특별시,현지인방문자(a),4677158.0
20220329,서울특별시,외지인방문자(b),1632726.0
20220329,서울특별시,외국인방문자(c),1322.0
20220330,서울특별시,현지인방문자(a),4689584.0
20220330,서울특별시,외지인방문자(b),1638238.0
20220330,서울특별시,외국인방문자(c),1303.0
20220331,서울특별시,현지인방문자(a),4754964.0
20220331,서울특별시,외지인방문자(b),1688956.0
20220331,서울특별시,외국인방문자(c),1336.0
20220301,서울특별시,외부방문자(b+c),1103532.0
20220302,서울특별시,외부방문자(b+c),1259485.0
20220303,서울특별시,외부방문자(b+c),1310663.0
20220304,서울특별시,외부방문자(b+c),1368633.0
20220305,서울특별시,외부방문자(b+c),1489614.0
20220306,서울특별시,외부방문자(b+c),1244836.0
20220307,서울특별시,외부방문자(b+c),1326162.0
20220308,서울특별시,외부방문자(b+c),1438374.0
20220309,서울특별시,외부방문자(b+c),1203885.0
20220310,서울특별시,외부방문자(b+c),1403716.0
20220311,서울특별시,외부방문자(b+c),1493201.0
