기준년월,광역지자체,방문자 구분,방문자 수
20230101,서울특별시,현지인방문자(a),4111793.0
20230101,서울특별시,외지인방문자(b),1279096.0
20230101,서울특별시,외국인방문자(c),9700.0
20230102,서울특별시,현지인방문자(a),4865738.0
20230102,서울특별시,외지인방문자(b),1152886.0
20230102,서울특별시,외국인방문자(c),9198.0
20230103,서울특별시,현지인방문자(a),4932652.0
20230103,서울특별시,외지인방문자(b),1234548.0
20230103,서울특별시,외국인방문자(c),8272.0
20230104,서울특별시,현지인방문자(a),4973367.0
20230104,서울특별시,외지인방문자(b),1292795.0
20230104,서울특별시,외국인방문자(c),7836.0
20230105,서울특별시,현지인방문자(a),4961306.0
20230105,서울특별시,외지인방문자(b),1351441.0
20230105,서울특별시,외국인방문자(c),7479.0
20230106,서울특별시,현지인방문자(a),4932361.0
20230106,서울특별시,외지인방문자(b),1454344.0
20230106,서울특별시,외국인방문자(c),7142.0
20230107,서울특별시,현지인방문자(a),4391398.0
20230107,서울특별시,외지인방문자(b),1767122.0
20230107,서울특별시,외국인방문자(c),6950.0
20230108,서울특별시,현지인방문자(a),4247061.0
20230108,서울특별시,외지인방문자(b),1477119.0
20230108,서울특별시,외국인방문자(c),6632.0
20230109,서울특별시,현지인방문자(a),4916440.0
20230109,서울특별시,외지인방문자(b),1372164.0
20230109,서울특별시,외국인방문자(c),6469.0
20230110,서울특별시,현지인방문자(a),4977609.0
20230110,서울특별시,외지인방문자(b),1445591.0
20230110,서울특별시,외국인방문자(c),6073.0
20230111,서울특별시,현지인방문자(a),4988172.0
20230111,서울특별시,외지인방문자(b),1479426.0
20230111,서울특별시,외국인방문자(c),6085.0
20230112,서울특별시,현지인방문자(a),4985054.0
20230112,서울특별시,외지인방문자(b),1508395.0
20230112,서울특별시,외국인방문자(c),5920.0
20230113,서울특별시,현지인방문자(a),4908218.0
20230113,서울특별시,외지인방문자(b),1562334.0
20230113,서울특별시,외국인방문자(c),5854.0
20230114,서울특별시,현지인방문자(a),4404785.0
20230114,서울특별시,외지인방문자(b),1856914.0
20230114,서울특별시,외국인방문자(c),5739.0
20230115,서울특별시,현지인방문자(a),4234492.0
20230115,서울특별시,외지인방문자(b),1508850.0
20230115,서울특별시,외국인방문자(c),5577.0
20230116,서울특별시,현지인방문자(a),4904816.0
20230116,서울특별시,외지인방문자(b),1451608.0
