기준년월,광역지자체,방문자 구분,방문자 수
20220401,대전광역시,현지인방문자(a),732627.0
20220401,대전광역시,외지인방문자(b),152761.0
20220401,대전광역시,외국인방문자(c),61.0
20220402,대전광역시,현지인방문자(a),667933.0
20220402,대전광역시,외지인방문자(b),226170.0
20220402,대전광역시,외국인방문자(c),61.0
20220403,대전광역시,현지인방문자(a),651046.0
20220403,대전광역시,외지인방문자(b),199717.0
20220403,대전광역시,외국인방문자(c),63.0
20220404,대전광역시,현지인방문자(a),721798.0
20220404,대전광역시,외지인방문자(b),135454.0
20220404,대전광역시,외국인방문자(c),68.0
20220405,대전광역시,현지인방문자(a),723856.0
20220405,대전광역시,외지인방문자(b),133385.0
20220405,대전광역시,외국인방문자(c),69.0
20220406,대전광역시,현지인방문자(a),734640.0
20220406,대전광역시,외지인방문자(b),139517.0
20220406,대전광역시,외국인방문자(c),76.0
20220407,대전광역시,현지인방문자(a),723516.0
20220407,대전광역시,외지인방문자(b),145558.0
20220407,대전광역시,외국인방문자(c),78.0
20220408,대전광역시,현지인방문자(a),739928.0
20220408,대전광역시,외지인방문자(b),182746.0
20220408,대전광역시,외국인방문자(c),74.0
20220409,대전광역시,현지인방문자(a),677702.0
20220409,대전광역시,외지인방문자(b),261289.0
20220409,대전광역시,외국인방문자(c),76.0
20220410,대전광역시,현지인방문자(a),663736.0
20220410,대전광역시,외지인방문자(b),223825.0
20220410,대전광역시,외국인방문자(c),66.0
20220411,대전광역시,현지인방문자(a),740348.0
20220411,대전광역시,외지인방문자(b),153170.0
20220411,대전광역시,외국인방문자(c),75.0
20220412,대전광역시,현지인방문자(a),736284.0
20220412,대전광역시,외지인방문자(b),151448.0
20220412,대전광역시,외국인방문자(c),74.0
20220413,대전광역시,현지인방문자(a),720402.0
20220413,대전광역시,외지인방문자(b),147966.0
20220413,대전광역시,외국인방문자(c),84.0
20220414,대전광역시,현지인방문자(a),733394.0
20220414,대전광역시,외지인방문자(b),156604.0
20220414,대전광역시,외국인방문자(c),71.0
20220415,대전광역시,현지인방문자(a),752850.0
20220415,대전광역시,외지인방문자(b),189550.0
20220415,대전광역시,외국인방문자(c),73.0
20220416,대전광역시,현지인방문자(a),689549.0
20220416,대전광역시,외지인방문자(b),263862.0
20220416,대전광역시,외국인방문자(c),72.0
20220417,대전광역시,현지인방문자(a),669067.0
20220417,대전광역시,외지인방문자(b),225190.0
20220417,대전광역시,외국인방문자(c),73.0
20220418,대전광역시,현지인방문자(a),737888.0
20220418,대전광역시,외지인방문자(b),161108.0
20220418,대전광역시,외국인방문자(c),89.0
20220419,대전광역시,현지인방문자(a),741881.0
20220419,대전광역시,외지인방문자(b),164252.0
20220419,대전광역시,외국인방문자(c),93.0
20220420,대전광역시,현지인방문자(a),744982.0
20220420,대전광역시,외지인방문자(b),165095.0
20220420,대전광역시,외국인방문자(c),98.0
20220421,대전광역시,현지인방문자(a),741699.0
20220421,대전광역시,외지인방문자(b),168588.0
20220421,대전광역시,외국인방문자(c),96.0
20220422,대전광역시,현지인방문자(a),753008.0
20220422,대전광역시,외지인방문자(b),198902.0
20220422,대전광역시,외국인방문자(c),100.0
20220423,대전광역시,현지인방문자(a),692702.0
20220423,대전광역시,외지인방문자(b),275888.0
20220423,대전광역시,외국인방문자(c),102.0
20220424,대전광역시,현지인방문자(a),668745.0
20220424,대전광역시,외지인방문자(b),236198.0
20220424,대전광역시,외국인방문자(c),94.0
20220425,대전광역시,현지인방문자(a),742844.0
20220425,대전광역시,외지인방문자(b),170744.0
20220425,대전광역시,외국인방문자(c),108.0
20220426,대전광역시,현지인방문자(a),741664.0
20220426,대전광역시,외지인방문자(b),172084.0
20220426,대전광역시,외국인방문자(c),110.0
20220427,대전광역시,현지인방문자(a),749308.0
20220427,대전광역시,외지인방문자(b),177758.0
20220427,대전광역시,외국인방문자(c),127.0
20220428,대전광역시,현지인방문자(a),745244.0
20220428,대전광역시,외지인방문자(b),184751.0
20220428,대전광역시,외국인방문자(c),132.0
20220429,대전광역시,현지인방문자(a),752654.0
20220429,대전광역시,외지인방문자(b),214224.0
20220429,대전광역시,외국인방문자(c),124.0
20220430,대전광역시,현지인방문자(a),689304.0
20220430,대전광역시,외지인방문자(b),292425.0
20220430,대전광역시,외국인방문자(c),122.0
20220401,대전광역시,외부방문자(b+c),152822.0
20220402,대전광역시,외부방문자(b+c),226231.0
20220403,대전광역시,외부방문자(b+c),199780.0
20220404,대전광역시,외부방문자(b+c),135522.0
20220405,대전광역시,외부방문자(b+c),133454.0
20220406,대전광역시,외부방문자(b+c),139593.0
20220407,대전광역시,외부방문자(b+c),145636.0
20220408,대전광역시,외부방문자(b+c),182819.0
20220409,대전광역시,외부방문자(b+c),261365.0
20220410,대전광역시,외부방문자(b+c),223891.0
20220411,대전광역시,외부방문자(b+c),153245.0
20220412,대전광역시,외부방문자(b+c),151522.0
20220413,대전광역시,외부방문자(b+c),148050.0
20220414,대전광역시,외부방문자(b+c),156675.0
20220415,대전광역시,외부방문자(b+c),189623.0
20220416,대전광역시,외부방문자(b+c),263934.0
20220417,대전광역시,외부방문자(b+c),225263.0
20220418,대전광역시,외부방문자(b+c),161198.0
20220419,대전광역시,외부방문자(b+c),164345.0
20220420,대전광역시,외부방문자(b+c),165193.0
20220421,대전광역시,외부방문자(b+c),168684.0
20220422,대전광역시,외부방문자(b+c),199001.0
20220423,대전광역시,외부방문자(b+c),275989.0
20220424,대전광역시,외부방문자(b+c),236292.0
20220425,대전광역시,외부방문자(b+c),170852.0
20220426,대전광역시,외부방문자(b+c),172194.0
20220427,대전광역시,외부방문자(b+c),177885.0
20220428,대전광역시,외부방문자(b+c),184883.0
20220429,대전광역시,외부방문자(b+c),214348.0
20220430,대전광역시,외부방문자(b+c),292547.0
20220401,대전광역시,전체방문자(a+b+c),885449.0
20220402,대전광역시,전체방문자(a+b+c),894164.0
20220403,대전광역시,전체방문자(a+b+c),850826.0
20220404,대전광역시,전체방문자(a+b+c),857320.0
20220405,대전광역시,전체방문자(a+b+c),857310.0
20220406,대전광역시,전체방문자(a+b+c),874233.0
20220407,대전광역시,전체방문자(a+b+c),869153.0
20220408,대전광역시,전체방문자(a+b+c),922747.0
20220409,대전광역시,전체방문자(a+b+c),939067.0
20220410,대전광역시,전체방문자(a+b+c),887628.0
20220411,대전광역시,전체방문자(a+b+c),893593.0
20220412,대전광역시,전체방문자(a+b+c),887807.0
20220413,대전광역시,전체방문자(a+b+c),868451.0
20220414,대전광역시,전체방문자(a+b+c),890068.0
20220415,대전광역시,전체방문자(a+b+c),942473.0
20220416,대전광역시,전체방문자(a+b+c),953483.0
20220417,대전광역시,전체방문자(a+b+c),894330.0
20220418,대전광역시,전체방문자(a+b+c),899085.0
20220419,대전광역시,전체방문자(a+b+c),906226.0
20220420,대전광역시,전체방문자(a+b+c),910175.0
20220421,대전광역시,전체방문자(a+b+c),910383.0
20220422,대전광역시,전체방문자(a+b+c),952009.0
20220423,대전광역시,전체방문자(a+b+c),968692.0
20220424,대전광역시,전체방문자(a+b+c),905037.0
20220425,대전광역시,전체방문자(a+b+c),913695.0
20220426,대전광역시,전체방문자(a+b+c),913858.0
20220427,대전광역시,전체방문자(a+b+c),927193.0
20220428,대전광역시,전체방문자(a+b+c),930127.0
20220429,대전광역시,전체방문자(a+b+c),967002.0
20220430,대전광역시,전체방문자(a+b+c),981851.0
