기준년월,광역지자체,방문자 구분,방문자 수
20230101,부산광역시,현지인방문자(a),1410605.0
20230101,부산광역시,외지인방문자(b),461450.0
20230101,부산광역시,외국인방문자(c),902.0
20230102,부산광역시,현지인방문자(a),1550126.0
20230102,부산광역시,외지인방문자(b),292380.0
20230102,부산광역시,외국인방문자(c),891.0
20230103,부산광역시,현지인방문자(a),1558641.0
20230103,부산광역시,외지인방문자(b),280500.0
20230103,부산광역시,외국인방문자(c),858.0
20230104,부산광역시,현지인방문자(a),1575984.0
20230104,부산광역시,외지인방문자(b),286335.0
20230104,부산광역시,외국인방문자(c),784.0
20230105,부산광역시,현지인방문자(a),1572428.0
20230105,부산광역시,외지인방문자(b),298732.0
20230105,부산광역시,외국인방문자(c),726.0
20230106,부산광역시,현지인방문자(a),1585854.0
20230106,부산광역시,외지인방문자(b),338905.0
20230106,부산광역시,외국인방문자(c),660.0
20230107,부산광역시,현지인방문자(a),1497629.0
20230107,부산광역시,외지인방문자(b),457860.0
20230107,부산광역시,외국인방문자(c),636.0
20230108,부산광역시,현지인방문자(a),1428658.0
20230108,부산광역시,외지인방문자(b),423500.0
20230108,부산광역시,외국인방문자(c),630.0
20230109,부산광역시,현지인방문자(a),1578465.0
20230109,부산광역시,외지인방문자(b),320414.0
20230109,부산광역시,외국인방문자(c),595.0
20230110,부산광역시,현지인방문자(a),1586424.0
20230110,부산광역시,외지인방문자(b),329066.0
20230110,부산광역시,외국인방문자(c),529.0
20230111,부산광역시,현지인방문자(a),1598880.0
20230111,부산광역시,외지인방문자(b),332322.0
20230111,부산광역시,외국인방문자(c),529.0
20230112,부산광역시,현지인방문자(a),1595598.0
20230112,부산광역시,외지인방문자(b),339381.0
20230112,부산광역시,외국인방문자(c),561.0
20230113,부산광역시,현지인방문자(a),1568598.0
20230113,부산광역시,외지인방문자(b),355922.0
20230113,부산광역시,외국인방문자(c),530.0
20230114,부산광역시,현지인방문자(a),1501174.0
20230114,부산광역시,외지인방문자(b),466792.0
20230114,부산광역시,외국인방문자(c),513.0
20230115,부산광역시,현지인방문자(a),1435472.0
20230115,부산광역시,외지인방문자(b),421194.0
20230115,부산광역시,외국인방문자(c),491.0
20230116,부산광역시,현지인방문자(a),1586130.0
20230116,부산광역시,외지인방문자(b),340994.0
20230116,부산광역시,외국인방문자(c),551.0
20230117,부산광역시,현지인방문자(a),1583676.0
20230117,부산광역시,외지인방문자(b),345184.0
20230117,부산광역시,외국인방문자(c),538.0
20230118,부산광역시,현지인방문자(a),1602832.0
20230118,부산광역시,외지인방문자(b),351288.0
20230118,부산광역시,외국인방문자(c),534.0
20230119,부산광역시,현지인방문자(a),1606532.0
20230119,부산광역시,외지인방문자(b),371959.0
20230119,부산광역시,외국인방문자(c),527.0
20230120,부산광역시,현지인방문자(a),1622316.0
20230120,부산광역시,외지인방문자(b),467334.0
20230120,부산광역시,외국인방문자(c),505.0
20230121,부산광역시,현지인방문자(a),1376529.0
20230121,부산광역시,외지인방문자(b),735189.0
20230121,부산광역시,외국인방문자(c),500.0
20230122,부산광역시,현지인방문자(a),1255345.0
20230122,부산광역시,외지인방문자(b),952686.0
20230122,부산광역시,외국인방문자(c),485.0
20230123,부산광역시,현지인방문자(a),1311198.0
20230123,부산광역시,외지인방문자(b),814065.0
20230123,부산광역시,외국인방문자(c),543.0
20230124,부산광역시,현지인방문자(a),1360852.0
20230124,부산광역시,외지인방문자(b),546570.0
20230124,부산광역시,외국인방문자(c),616.0
20230125,부산광역시,현지인방문자(a),1554994.0
20230125,부산광역시,외지인방문자(b),394954.0
20230125,부산광역시,외국인방문자(c),547.0
20230126,부산광역시,현지인방문자(a),1586504.0
20230126,부산광역시,외지인방문자(b),379124.0
20230126,부산광역시,외국인방문자(c),547.0
20230127,부산광역시,현지인방문자(a),1600081.0
20230127,부산광역시,외지인방문자(b),401590.0
20230127,부산광역시,외국인방문자(c),594.0
20230128,부산광역시,현지인방문자(a),1500149.0
20230128,부산광역시,외지인방문자(b),489408.0
20230128,부산광역시,외국인방문자(c),543.0
20230129,부산광역시,현지인방문자(a),1449735.0
20230129,부산광역시,외지인방문자(b),456106.0
20230129,부산광역시,외국인방문자(c),523.0
20230130,부산광역시,현지인방문자(a),1592714.0
20230130,부산광역시,외지인방문자(b),370349.0
20230130,부산광역시,외국인방문자(c),556.0
20230131,부산광역시,현지인방문자(a),1480752.0
20230131,부산광역시,외지인방문자(b),340126.0
20230131,부산광역시,외국인방문자(c),441.0
20230101,부산광역시,외부방문자(b+c),462352.0
20230102,부산광역시,외부방문자(b+c),293270.0
20230103,부산광역시,외부방문자(b+c),281359.0
20230104,부산광역시,외부방문자(b+c),287119.0
20230105,부산광역시,외부방문자(b+c),299458.0
20230106,부산광역시,외부방문자(b+c),339565.0
20230107,부산광역시,외부방문자(b+c),458496.0
20230108,부산광역시,외부방문자(b+c),424130.0
20230109,부산광역시,외부방문자(b+c),321010.0
20230110,부산광역시,외부방문자(b+c),329595.0
20230111,부산광역시,외부방문자(b+c),332851.0
20230112,부산광역시,외부방문자(b+c),339942.0
20230113,부산광역시,외부방문자(b+c),356452.0
20230114,부산광역시,외부방문자(b+c),467304.0
20230115,부산광역시,외부방문자(b+c),421684.0
20230116,부산광역시,외부방문자(b+c),341545.0
20230117,부산광역시,외부방문자(b+c),345722.0
20230118,부산광역시,외부방문자(b+c),351822.0
20230119,부산광역시,외부방문자(b+c),372486.0
20230120,부산광역시,외부방문자(b+c),467839.0
20230121,부산광역시,외부방문자(b+c),735689.0
20230122,부산광역시,외부방문자(b+c),953171.0
20230123,부산광역시,외부방문자(b+c),814608.0
20230124,부산광역시,외부방문자(b+c),547186.0
20230125,부산광역시,외부방문자(b+c),395501.0
20230126,부산광역시,외부방문자(b+c),379670.0
20230127,부산광역시,외부방문자(b+c),402184.0
20230128,부산광역시,외부방문자(b+c),489951.0
20230129,부산광역시,외부방문자(b+c),456629.0
20230130,부산광역시,외부방문자(b+c),370905.0
20230131,부산광역시,외부방문자(b+c),340567.0
20230101,부산광역시,전체방문자(a+b+c),1872957.0
20230102,부산광역시,전체방문자(a+b+c),1843396.0
20230103,부산광역시,전체방문자(a+b+c),1840000.0
20230104,부산광역시,전체방문자(a+b+c),1863102.0
20230105,부산광역시,전체방문자(a+b+c),1871886.0
20230106,부산광역시,전체방문자(a+b+c),1925418.0
20230107,부산광역시,전체방문자(a+b+c),1956125.0
20230108,부산광역시,전체방문자(a+b+c),1852788.0
20230109,부산광역시,전체방문자(a+b+c),1899475.0
20230110,부산광역시,전체방문자(a+b+c),1916019.0
20230111,부산광역시,전체방문자(a+b+c),1931731.0
20230112,부산광역시,전체방문자(a+b+c),1935539.0
20230113,부산광역시,전체방문자(a+b+c),1925050.0
20230114,부산광역시,전체방문자(a+b+c),1968479.0
20230115,부산광역시,전체방문자(a+b+c),1857157.0
20230116,부산광역시,전체방문자(a+b+c),1927675.0
20230117,부산광역시,전체방문자(a+b+c),1929399.0
20230118,부산광역시,전체방문자(a+b+c),1954654.0
20230119,부산광역시,전체방문자(a+b+c),1979018.0
20230120,부산광역시,전체방문자(a+b+c),2090156.0
20230121,부산광역시,전체방문자(a+b+c),2112218.0
20230122,부산광역시,전체방문자(a+b+c),2208516.0
20230123,부산광역시,전체방문자(a+b+c),2125806.0
20230124,부산광역시,전체방문자(a+b+c),1908039.0
20230125,부산광역시,전체방문자(a+b+c),1950495.0
20230126,부산광역시,전체방문자(a+b+c),1966175.0
20230127,부산광역시,전체방문자(a+b+c),2002265.0
20230128,부산광역시,전체방문자(a+b+c),1990100.0
20230129,부산광역시,전체방문자(a+b+c),1906364.0
20230130,부산광역시,전체방문자(a+b+c),1963618.0
20230131,부산광역시,전체방문자(a+b+c),1821319.0
