기준년월,광역지자체,방문자 구분,방문자 수
20220801,부산광역시,현지인방문자(a),1504909.0
20220801,부산광역시,외지인방문자(b),442106.0
20220801,부산광역시,외국인방문자(c),654.0
20220802,부산광역시,현지인방문자(a),1513662.0
20220802,부산광역시,외지인방문자(b),422443.0
20220802,부산광역시,외국인방문자(c),633.0
20220803,부산광역시,현지인방문자(a),1555428.0
20220803,부산광역시,외지인방문자(b),406956.0
20220803,부산광역시,외국인방문자(c),615.0
20220804,부산광역시,현지인방문자(a),1550098.0
20220804,부산광역시,외지인방문자(b),388350.0
20220804,부산광역시,외국인방문자(c),611.0
20220805,부산광역시,현지인방문자(a),1563384.0
20220805,부산광역시,외지인방문자(b),418250.0
20220805,부산광역시,외국인방문자(c),608.0
20220806,부산광역시,현지인방문자(a),1474014.0
20220806,부산광역시,외지인방문자(b),490280.0
20220806,부산광역시,외국인방문자(c),642.0
20220807,부산광역시,현지인방문자(a),1425638.0
20220807,부산광역시,외지인방문자(b),435326.0
20220807,부산광역시,외국인방문자(c),635.0
20220808,부산광역시,현지인방문자(a),1566894.0
20220808,부산광역시,외지인방문자(b),348400.0
20220808,부산광역시,외국인방문자(c),676.0
20220809,부산광역시,현지인방문자(a),1570692.0
20220809,부산광역시,외지인방문자(b),345650.0
20220809,부산광역시,외국인방문자(c),637.0
20220810,부산광역시,현지인방문자(a),1592409.0
20220810,부산광역시,외지인방문자(b),350242.0
20220810,부산광역시,외국인방문자(c),631.0
20220811,부산광역시,현지인방문자(a),1568760.0
20220811,부산광역시,외지인방문자(b),359499.0
20220811,부산광역시,외국인방문자(c),648.0
20220812,부산광역시,현지인방문자(a),1590746.0
20220812,부산광역시,외지인방문자(b),409619.0
20220812,부산광역시,외국인방문자(c),638.0
20220813,부산광역시,현지인방문자(a),1465622.0
20220813,부산광역시,외지인방문자(b),546497.0
20220813,부산광역시,외국인방문자(c),617.0
20220814,부산광역시,현지인방문자(a),1379735.0
20220814,부산광역시,외지인방문자(b),560718.0
20220814,부산광역시,외국인방문자(c),606.0
20220815,부산광역시,현지인방문자(a),1434800.0
20220815,부산광역시,외지인방문자(b),477796.0
20220815,부산광역시,외국인방문자(c),598.0
20220816,부산광역시,현지인방문자(a),1549639.0
20220816,부산광역시,외지인방문자(b),349926.0
20220816,부산광역시,외국인방문자(c),604.0
20220817,부산광역시,현지인방문자(a),1587033.0
20220817,부산광역시,외지인방문자(b),342612.0
20220817,부산광역시,외국인방문자(c),554.0
20220818,부산광역시,현지인방문자(a),1598572.0
20220818,부산광역시,외지인방문자(b),355352.0
20220818,부산광역시,외국인방문자(c),573.0
20220819,부산광역시,현지인방문자(a),1612152.0
20220819,부산광역시,외지인방문자(b),387240.0
20220819,부산광역시,외국인방문자(c),560.0
20220820,부산광역시,현지인방문자(a),1471550.0
20220820,부산광역시,외지인방문자(b),471891.0
20220820,부산광역시,외국인방문자(c),526.0
20220821,부산광역시,현지인방문자(a),1439256.0
20220821,부산광역시,외지인방문자(b),450362.0
20220821,부산광역시,외국인방문자(c),509.0
20220822,부산광역시,현지인방문자(a),1590841.0
20220822,부산광역시,외지인방문자(b),348828.0
20220822,부산광역시,외국인방문자(c),551.0
20220823,부산광역시,현지인방문자(a),1585426.0
20220823,부산광역시,외지인방문자(b),350318.0
20220823,부산광역시,외국인방문자(c),547.0
20220824,부산광역시,현지인방문자(a),1593750.0
20220824,부산광역시,외지인방문자(b),346045.0
20220824,부산광역시,외국인방문자(c),549.0
20220825,부산광역시,현지인방문자(a),1610024.0
20220825,부산광역시,외지인방문자(b),365214.0
20220825,부산광역시,외국인방문자(c),579.0
20220826,부산광역시,현지인방문자(a),1625127.0
20220826,부산광역시,외지인방문자(b),406133.0
20220826,부산광역시,외국인방문자(c),597.0
20220827,부산광역시,현지인방문자(a),1499844.0
20220827,부산광역시,외지인방문자(b),503958.0
20220827,부산광역시,외국인방문자(c),592.0
20220828,부산광역시,현지인방문자(a),1427167.0
20220828,부산광역시,외지인방문자(b),466252.0
20220828,부산광역시,외국인방문자(c),626.0
20220829,부산광역시,현지인방문자(a),1602030.0
20220829,부산광역시,외지인방문자(b),366331.0
20220829,부산광역시,외국인방문자(c),680.0
20220830,부산광역시,현지인방문자(a),1590043.0
20220830,부산광역시,외지인방문자(b),358718.0
20220830,부산광역시,외국인방문자(c),645.0
20220831,부산광역시,현지인방문자(a),1600414.0
20220831,부산광역시,외지인방문자(b),350805.0
20220831,부산광역시,외국인방문자(c),707.0
20220801,부산광역시,외부방문자(b+c),442760.0
20220802,부산광역시,외부방문자(b+c),423076.0
20220803,부산광역시,외부방문자(b+c),407571.0
20220804,부산광역시,외부방문자(b+c),388960.0
20220805,부산광역시,외부방문자(b+c),418858.0
20220806,부산광역시,외부방문자(b+c),490922.0
20220807,부산광역시,외부방문자(b+c),435962.0
20220808,부산광역시,외부방문자(b+c),349076.0
20220809,부산광역시,외부방문자(b+c),346287.0
20220810,부산광역시,외부방문자(b+c),350873.0
20220811,부산광역시,외부방문자(b+c),360147.0
20220812,부산광역시,외부방문자(b+c),410257.0
20220813,부산광역시,외부방문자(b+c),547114.0
20220814,부산광역시,외부방문자(b+c),561324.0
20220815,부산광역시,외부방문자(b+c),478394.0
20220816,부산광역시,외부방문자(b+c),350531.0
20220817,부산광역시,외부방문자(b+c),343165.0
20220818,부산광역시,외부방문자(b+c),355924.0
20220819,부산광역시,외부방문자(b+c),387800.0
20220820,부산광역시,외부방문자(b+c),472417.0
20220821,부산광역시,외부방문자(b+c),450872.0
20220822,부산광역시,외부방문자(b+c),349378.0
20220823,부산광역시,외부방문자(b+c),350866.0
20220824,부산광역시,외부방문자(b+c),346594.0
20220825,부산광역시,외부방문자(b+c),365793.0
20220826,부산광역시,외부방문자(b+c),406730.0
20220827,부산광역시,외부방문자(b+c),504550.0
20220828,부산광역시,외부방문자(b+c),466879.0
20220829,부산광역시,외부방문자(b+c),367011.0
20220830,부산광역시,외부방문자(b+c),359363.0
20220831,부산광역시,외부방문자(b+c),351512.0
20220801,부산광역시,전체방문자(a+b+c),1947669.0
20220802,부산광역시,전체방문자(a+b+c),1936738.0
20220803,부산광역시,전체방문자(a+b+c),1962999.0
20220804,부산광역시,전체방문자(a+b+c),1939058.0
20220805,부산광역시,전체방문자(a+b+c),1982241.0
20220806,부산광역시,전체방문자(a+b+c),1964936.0
20220807,부산광역시,전체방문자(a+b+c),1861599.0
20220808,부산광역시,전체방문자(a+b+c),1915970.0
20220809,부산광역시,전체방문자(a+b+c),1916978.0
20220810,부산광역시,전체방문자(a+b+c),1943282.0
20220811,부산광역시,전체방문자(a+b+c),1928907.0
20220812,부산광역시,전체방문자(a+b+c),2001004.0
20220813,부산광역시,전체방문자(a+b+c),2012736.0
20220814,부산광역시,전체방문자(a+b+c),1941059.0
20220815,부산광역시,전체방문자(a+b+c),1913194.0
20220816,부산광역시,전체방문자(a+b+c),1900170.0
20220817,부산광역시,전체방문자(a+b+c),1930198.0
20220818,부산광역시,전체방문자(a+b+c),1954497.0
20220819,부산광역시,전체방문자(a+b+c),1999952.0
20220820,부산광역시,전체방문자(a+b+c),1943967.0
20220821,부산광역시,전체방문자(a+b+c),1890128.0
20220822,부산광역시,전체방문자(a+b+c),1940219.0
20220823,부산광역시,전체방문자(a+b+c),1936292.0
20220824,부산광역시,전체방문자(a+b+c),1940344.0
20220825,부산광역시,전체방문자(a+b+c),1975818.0
20220826,부산광역시,전체방문자(a+b+c),2031857.0
20220827,부산광역시,전체방문자(a+b+c),2004395.0
20220828,부산광역시,전체방문자(a+b+c),1894046.0
20220829,부산광역시,전체방문자(a+b+c),1969041.0
20220830,부산광역시,전체방문자(a+b+c),1949406.0
20220831,부산광역시,전체방문자(a+b+c),1951925.0
