기준년월,광역지자체,방문자 구분,방문자 수
20220101,대구광역시,현지인방문자(a),1013702.0
20220101,대구광역시,외지인방문자(b),264114.0
20220101,대구광역시,외국인방문자(c),68.0
20220102,대구광역시,현지인방문자(a),1038744.0
20220102,대구광역시,외지인방문자(b),248535.0
20220102,대구광역시,외국인방문자(c),68.0
20220103,대구광역시,현지인방문자(a),1153274.0
20220103,대구광역시,외지인방문자(b),180652.0
20220103,대구광역시,외국인방문자(c),80.0
20220104,대구광역시,현지인방문자(a),1150345.0
20220104,대구광역시,외지인방문자(b),179610.0
20220104,대구광역시,외국인방문자(c),132.0
20220105,대구광역시,현지인방문자(a),1153845.0
20220105,대구광역시,외지인방문자(b),185014.0
20220105,대구광역시,외국인방문자(c),170.0
20220106,대구광역시,현지인방문자(a),1152036.0
20220106,대구광역시,외지인방문자(b),190624.0
20220106,대구광역시,외국인방문자(c),172.0
20220107,대구광역시,현지인방문자(a),1168447.0
20220107,대구광역시,외지인방문자(b),218246.0
20220107,대구광역시,외국인방문자(c),172.0
20220108,대구광역시,현지인방문자(a),1105825.0
20220108,대구광역시,외지인방문자(b),287472.0
20220108,대구광역시,외국인방문자(c),175.0
20220109,대구광역시,현지인방문자(a),1042976.0
20220109,대구광역시,외지인방문자(b),243478.0
20220109,대구광역시,외국인방문자(c),169.0
20220110,대구광역시,현지인방문자(a),1151626.0
20220110,대구광역시,외지인방문자(b),201432.0
20220110,대구광역시,외국인방문자(c),169.0
20220111,대구광역시,현지인방문자(a),1135316.0
20220111,대구광역시,외지인방문자(b),200260.0
20220111,대구광역시,외국인방문자(c),175.0
20220112,대구광역시,현지인방문자(a),1150272.0
20220112,대구광역시,외지인방문자(b),207235.0
20220112,대구광역시,외국인방문자(c),176.0
20220113,대구광역시,현지인방문자(a),1136538.0
20220113,대구광역시,외지인방문자(b),212170.0
20220113,대구광역시,외국인방문자(c),168.0
20220114,대구광역시,현지인방문자(a),1164124.0
20220114,대구광역시,외지인방문자(b),239666.0
20220114,대구광역시,외국인방문자(c),167.0
20220115,대구광역시,현지인방문자(a),1104404.0
20220115,대구광역시,외지인방문자(b),308819.0
20220115,대구광역시,외국인방문자(c),160.0
20220116,대구광역시,현지인방문자(a),1044848.0
20220116,대구광역시,외지인방문자(b),272097.0
20220116,대구광역시,외국인방문자(c),165.0
20220117,대구광역시,현지인방문자(a),1145666.0
20220117,대구광역시,외지인방문자(b),219296.0
20220117,대구광역시,외국인방문자(c),172.0
20220118,대구광역시,현지인방문자(a),1145018.0
20220118,대구광역시,외지인방문자(b),220882.0
20220118,대구광역시,외국인방문자(c),170.0
20220119,대구광역시,현지인방문자(a),1151766.0
20220119,대구광역시,외지인방문자(b),221322.0
20220119,대구광역시,외국인방문자(c),173.0
20220120,대구광역시,현지인방문자(a),1147391.0
20220120,대구광역시,외지인방문자(b),228140.0
20220120,대구광역시,외국인방문자(c),163.0
20220121,대구광역시,현지인방문자(a),1166162.0
20220121,대구광역시,외지인방문자(b),252200.0
20220121,대구광역시,외국인방문자(c),106.0
20220122,대구광역시,현지인방문자(a),1102210.0
20220122,대구광역시,외지인방문자(b),314944.0
20220122,대구광역시,외국인방문자(c),67.0
20220123,대구광역시,현지인방문자(a),1042072.0
20220123,대구광역시,외지인방문자(b),266410.0
20220123,대구광역시,외국인방문자(c),52.0
20220124,대구광역시,현지인방문자(a),1142792.0
20220124,대구광역시,외지인방문자(b),230503.0
20220124,대구광역시,외국인방문자(c),55.0
20220125,대구광역시,현지인방문자(a),1147545.0
20220125,대구광역시,외지인방문자(b),230640.0
20220125,대구광역시,외국인방문자(c),56.0
20220126,대구광역시,현지인방문자(a),1159018.0
20220126,대구광역시,외지인방문자(b),237174.0
20220126,대구광역시,외국인방문자(c),49.0
20220127,대구광역시,현지인방문자(a),1160702.0
20220127,대구광역시,외지인방문자(b),246354.0
20220127,대구광역시,외국인방문자(c),52.0
20220128,대구광역시,현지인방문자(a),1174880.0
20220128,대구광역시,외지인방문자(b),284918.0
20220128,대구광역시,외국인방문자(c),55.0
20220129,대구광역시,현지인방문자(a),1098664.0
20220129,대구광역시,외지인방문자(b),376271.0
20220129,대구광역시,외국인방문자(c),49.0
20220130,대구광역시,현지인방문자(a),1025846.0
20220130,대구광역시,외지인방문자(b),428684.0
20220130,대구광역시,외국인방문자(c),49.0
20220131,대구광역시,현지인방문자(a),953638.0
20220131,대구광역시,외지인방문자(b),475055.0
20220131,대구광역시,외국인방문자(c),46.0
20220101,대구광역시,외부방문자(b+c),264181.0
20220102,대구광역시,외부방문자(b+c),248603.0
20220103,대구광역시,외부방문자(b+c),180733.0
20220104,대구광역시,외부방문자(b+c),179742.0
20220105,대구광역시,외부방문자(b+c),185183.0
20220106,대구광역시,외부방문자(b+c),190796.0
20220107,대구광역시,외부방문자(b+c),218418.0
20220108,대구광역시,외부방문자(b+c),287647.0
20220109,대구광역시,외부방문자(b+c),243646.0
20220110,대구광역시,외부방문자(b+c),201601.0
20220111,대구광역시,외부방문자(b+c),200434.0
20220112,대구광역시,외부방문자(b+c),207411.0
